,사업장명,주소,위도,경도
338,퍼피하우스,서울 강북구 노해로 73,37.642169,127.0221352
339,허글 넬로 현대백화점 미아점,서울 성북구 동소문로 315 8층,37.60839984,127.0287436
340,좋은나라애견본부 장위점,서울 성북구 돌곶이로 151 1층,37.61509675,127.051652
341,애니몰파크,서울 강북구 도봉로96길 95,37.63814957,127.0331158
342,드림상사,서울 성동구 무학로8길 31,37.56546709,127.0344395
343,제제,서울 성동구 왕십리로 271 세왕빌딩별관 1층,37.55864946,127.0373033
344,드림상사,서울 성동구 마장로 233,37.56629725,127.0357211
345,러블리츄,서울 강북구 삼양로80나길 45 제일빌딩 1층,37.633043,127.0201871
346,펫마트,서울 성동구 사근동11길 7,37.56170885,127.0406945
347,넘버1958,서울 성동구 독서당로 281-1,37.54770402,127.0204781
348,유니애견용품,서울 성동구 행당로 87 대림리빙프라자상가 2층 207호,37.55729212,127.0285443
349,노캣노라이프,서울 성동구 고산자로6길 31,37.55798222,127.0348417
350,디펫,서울 동대문구 고산자로36길 3 3층 70113호,37.57903777,127.0391429
351,해피도그가축사료,서울 동대문구 왕산로 273,37.58515577,127.0507601
352,어질리티몰,서울 성동구 마장로 296,37.56628278,127.0431634
353,스프링펫 수유본점,서울 강북구 한천로 1056,37.64125535,127.0254852
354,365 애완용품할인마트,서울 강북구 노해로23길 77,37.64613004,127.0193246
355,도그버디 금호점,서울 성동구 독서당로 307-1,37.54833272,127.023026
356,BOB애완용품할인점,서울 강북구 한천로 1058,37.64138586,127.0252682
357,스낵몽,서울 강북구 4.19로 8 1층,37.64818789,127.0133999
358,펫액션,서울 강북구 수유로 75,37.6363848,127.021954
359,삼마애견용품할인점,서울 동대문구 이문로9길 8,37.59296999,127.0574352
360,푸츠,서울 성동구 독서당로 270 대우월드타운상가 1층 114-2호,37.54664371,127.0194815
361,몽블리펫샵 창동점,서울 도봉구 덕릉로60길 120 1층,37.63512677,127.0421371
362,희또마미,서울 성동구 독서당로 270,37.54664371,127.0194815
363,어나더페이지,서울 강북구 월계로37길 33,37.62374186,127.0456581
364,펫수라간,서울 성북구 돌곶이로39길 13,37.61738623,127.0469616
365,트로이스포인트,서울 용산구 한남대로10길 36,37.53221554,127.0091589
366,나라&송이애견샵,서울 강북구 한천로144길 54,37.64307573,127.02735
367,펫츠파크 광산사거리점,서울 강북구 노해로33길 23,37.64622071,127.0231244
368,멍이랑냥이랑,서울 강북구 덕릉로 203,37.63663228,127.035964
369,미니도그박스,서울 동대문구 전농로 75-18,37.57178489,127.0562164
370,못된강아지,서울 성동구 용답19가길 9 2층,37.56355815,127.0519248
371,애니밀,서울 용산구 독서당로 46 한남아이파크상가 205호,37.53238119,127.0072578
372,해피도그,서울 도봉구 우이천로4라길 10,37.63354984,127.041438
373,진성애견용품,서울 도봉구 덕릉로59길 30,37.6410261,127.038032
374,펫싸롱,서울 도봉구 노해로 137 1층 3호,37.64724179,127.0253561
375,퍼플네스트,서울 성동구 왕십리로 115 헤이그라운드 8층,37.54792018,127.0441377
376,르샤마키에,서울 용산구 보광로 29,37.52685791,126.9998987
377,희망품은달래,서울 성북구 돌곶이로 49,37.60831722,127.0593922
378,애완용품할인마트,서울 성북구 돌곶이로 9 1층,37.60539056,127.0618027
379,피마트 석관점,서울 성북구 한천로 598 세진빌딩 1층,37.61256208,127.0612796
380,네이처마이펫,서울 성북구 월계로40길 7 513호,37.62294735,127.0483972
381,쪼꼬네애완용품,서울 도봉구 덕릉로59바길 20,37.6407114,127.0365521
382,펫그라운드,서울 도봉구 도봉로110길 39-16 2층,37.6465165,127.0357624
383,몽스낵,서울 도봉구 우이천로 333,37.64653232,127.026339
384,스프링펫 쌍문본점,서울 도봉구 도봉로113길 8,37.64806445,127.0337464
385,견생냥품 쌍문역점,서울 도봉구 도봉로110길 39-16 2층,37.6465165,127.0357624
386,써니펫,서울 성북구 돌곶이로 9 1층,37.60539056,127.0618027
387,펫싸롱,서울 도봉구 도봉로110길 39-9,37.64659774,127.035582
388,어니스트펫,서울 성동구 왕십리로10길 6 서울숲 비즈포레 204호,37.5466833,127.0453099
389,프랑소와펫 신사플래그쉽스토어,서울 강남구 압구정로46길 6,37.52826952,127.0365777
390,우프바이베럴즈 신사점,서울 강남구 강남대로162길 36 동양빌딩 1층,37.52058472,127.0214195
391,몽슈슈 청담플래그십,"서울 강남구 도산대로67길 30 지하 1,2층",37.52596453,127.0445733
392,봉구의간식 압구정현대점,서울 강남구 압구정로29길 71 현대아파트 상가4동 102호,37.53360328,127.0283258
393,투테일스 성수점,서울 성동구 성덕정길 33,37.53904486,127.0474801
394,봉구의간식가로수점,서울 강남구 압구정로14길 6,37.52385849,127.0229802
395,지엔스독,서울 강남구 선릉로157길 13-5 1층,37.52565722,127.0386438
396,푼푼,서울 성동구 왕십리로 63,37.5436228,127.0435859
397,비엔비엔,서울 강남구 선릉로153길 5 3층,37.52453438,127.0389369
398,대일인터내셔널,서울 강남구 강남대로158길 46,37.5198736,127.0221865
399,순녹,서울 강남구 언주로 846,37.52595452,127.0337267
400,웨그앤코,서울 성동구 성덕정길 95 1층,37.53766678,127.0541625
401,리카리카,서울 성동구 성수이로14길 14 성수연방 1층,37.54140761,127.0569083
402,꿈꾸는강아지,서울 성동구 상원6길 3,37.5485266,127.0486108
403,러블리하우스,서울 강남구 압구정로80길 13,37.52470134,127.0457291
404,루이독,서울 강남구 압구정로 461,37.52525477,127.0472324
405,퍼스퍼트,서울 성동구 뚝섬로3길 11-5 2층,37.54117923,127.0492511
406,제일펫푸드,서울 강남구 도산대로 130 하림빌딩 7층,37.51718945,127.0229741
407,펫플러스리폼,서울 강남구 선릉로157길 27-5,37.52593808,127.0374727
408,성보펫헬스케어,서울 성동구 광나루로8길 10 802호,37.54730952,127.0636157
409,앤블랭크,서울 성동구 성수일로12길 29 2층,37.54787716,127.0544017
410,펫부티크 갤러리아백화점 웨스트점,서울 강남구 압구정로 343 1층,37.52847544,127.0400527
411,루이독 현대백화점 압구정본점,서울 강남구 압구정로 165 지하1층,37.52736612,127.0274685
412,압구정펫,서울 강남구 선릉로157길 27-4,37.52611906,127.0372821
413,주주클럽,서울 동대문구 답십리로 272 1층,37.57220704,127.0704389
414,강남아쿠아,서울 강남구 압구정로46길 5-10 압구정로데오스타 B동 102호,37.52792036,127.0374976
415,아반,서울 동대문구 천호대로81길 49 601호,37.56455429,127.0648723
416,허스펫,서울 동대문구 답십리로59가길 4 안국빌딩 402호,37.57355515,127.0659892
417,하비앤레보,서울 성동구 광나루로2길 34 보성빌딩 1층,37.54820923,127.0548744
418,플랜드,서울 성동구 성수이로12길 14 1층,37.5396229,127.0567562
419,스윗도그,서울 강남구 압구정로 108 108호,37.61986249,127.0177929
420,정살롱,서울 강남구 학동로20길 67,37.50952321,127.0266148
421,볼레디,서울 서초구 신반포로47길 18-5 5층,37.51166005,127.0196421
422,알앤케이컴퍼니,서울 성동구 성수이로24길 31 성진코원빌딩 601호,37.54457438,127.061703
423,바스펫,서울 강남구 강남대로136길 15 501호,37.54457438,127.061703
424,펑키코코,서울 강남구 봉은사로69길 11 라플빌딩 1층,37.51277207,127.0490572
425,유벤타스 베일이즈,서울 강남구 도산대로 226 지안빌딩 402호,37.52044814,127.031755
426,독베이커리,서울 강남구 강남대로120길 48 1층,37.50779053,127.0272048
427,리리쁘앙,서울 성동구 성수일로3길 7 새촌브릭스 7층,37.54217002,127.0478194
428,버블독,서울 동대문구 장한로 64 금룡빌딩 202호,37.56663423,127.0683889
429,레브드보너,서울 강남구 선릉로146길 27-8 1층,37.52226603,127.0423119
430,뚜드림 청담점,서울 강남구 도산대로 535 용강빌딩 1층,37.52518026,127.0521655
431,커즈펫 성수점,서울 성동구 성수이로 29,37.53785143,127.0542785
432,펫뜰리에,서울 강남구 학동로12길 14 1층,37.51132629,127.0254574
433,도그버디 논현점,서울 강남구 강남대로120길 46,37.50774069,127.0268964
434,브리지테일,서울 강남구 봉은사로 213 센트럴타워 3층,37.50805002,127.0353661
435,제이씨커뮤니티,서울 강남구 논현로131길 10-3 4층,37.51468645,127.0291413
436,트릿테이블,서울 광진구 천호대로102길 28-2 크라운빌 101호,37.55798493,127.0735047
437,스위피,서울 강남구 선릉로125길 21 4층,37.51452821,127.0402531
438,오투앤독,서울 광진구 뚝섬로 476-5 2층,37.53644261,127.0628569
439,프랑소와펫 반포서래점,"서울 서초구 서래로1길 18 엠제이빌딩1층,지하1층",37.49623346,126.9971338
440,도그샵,서울 강남구 강남대로122길 39,37.50874658,127.0260601
441,와이엘홀딩스,서울 강남구 선릉로 659 301호,37.50874658,127.0260601
442,봄봄샵,서울 동대문구 장안동 564,37.56541648,127.0628289
443,마인드캣,서울 강남구 학동로6길 18 1층,37.51062756,127.0241599
444,아베크,"서울 서초구 서운로26길 5 토탈에코빌딩 1층,3층",37.5024859,127.0223344
445,어반비스트,서울 서초구 사평대로55길 65-7 지하 1층,37.50664394,127.0213608
446,견공본가,서울 서초구 주흥15길 3,37.5091791,127.0187055
447,페페로니,서울 강남구 삼성로119길 21 1층,37.51564967,127.0497799
448,클린펫,서울 광진구 능동로 23-8,37.53376476,127.0672417
449,스텔라앤츄이스,서울 동대문구 장한로28길 14,37.57284428,127.07272
450,뉴트리밸류,서울 서초구 고무래로 6-5 시원빌딩 5층,37.50364181,127.0095375
451,국개대표,서울 강남구 선릉로 659 가헌빌딩 203호,37.51544793,127.041639
452,펫클럽,서울 강남구 선릉로 619,37.51200285,127.0428978
453,므에뜨,서울 강남구 선릉로146길 27-8,37.52226603,127.0423119
454,멍이냥이 2호점,서울 동대문구 답십리로69길 8 1층,37.57271499,127.0740207
455,허글 강남점,서울 서초구 반포동 18-1,37.50293139,126.9992463
456,펫스튜어드,서울 강남구 봉은사로 415,37.5110865,127.0456138
457,아임파인,서울 서초구 사평대로 353 서일빌딩 435호,37.50424935,127.0217889
458,블루레이,서울 서초구 잠원동 68-17 고속터미널 지하쇼핑몰 B009호,37.50762897,127.0091866
459,h플러스,서울 강남구 강남대로 488,37.50589798,127.0242629
460,메이킷,서울 강남구 선릉로112길 52 아람빌딩 301호,37.5121706,127.0478524
461,신성에프앤비,서울 광진구 능동로37길 6 3층 303호,37.55819011,127.0795766
462,프랑소와펫 반포서래 아카데미점,서울 서초구 서래로 47 지하 1층,37.49916634,126.9981232
463,도그버디 군자점,서울 광진구 군자로 140,37.55414673,127.0750078
464,수안 펫하우스,서울 강남구 봉은사로73길 43,37.51523619,127.0495751
465,와와펫,서울 광진구 능동로 401,37.56498448,127.0835616
466,캣드림,서울 광진구 긴고랑로7길 24,37.56440401,127.079721
467,강아지대통령,서울 강남구 삼성로 570 석천빌딩 5층,37.51240531,127.0541317
468,스프링펫 중곡점,서울 광진구 능동로49길 40,37.56502012,127.0812933
469,펫켈리상점,서울 동작구 흑석로 90 1층,37.50715931,126.9596384
470,위즈펫,서울 강남구 선릉로 620,37.51208293,127.0434517
471,OUI75,서울 서초구 동광로43길 43 1층,37.49663462,127.0007526
472,안쌤애견 본점,서울 중랑구 겸재로3길 30,37.58731912,127.0766841
473,반려동물용품점 중랑점,서울 중랑구 망우로 224 1층,37.59404388,127.0777428
474,디투에이치,서울 강남구 선릉로 561 2층,37.50863214,127.0442515
475,메이드바이핸드,서울 동작구 노량진1동 215-30,37.5467516,126.9176798
476,베비수,서울 광진구 능동로53길 40 지하 1층,37.56705962,127.0824493
477,개밥집개옷집,서울 광진구 긴고랑로13길 10,37.56299705,127.0820353
478,도그버디 상봉점,서울 중랑구 망우로32길 28,37.59270222,127.0764934
479,에이미러브즈펫,서울 강남구 영동대로118길 30-4 리젠시타운 B단지 2동 105호,37.51679333,127.0617625
480,오도독캣,서울 광진구 용마산로 92 1층,37.56185555,127.0874762
481,더개밥 1호점,서울 광진구 긴고랑로13길 10,37.56299705,127.0820353
482,댕구르르,서울 중랑구 면목로31길 22,37.57626015,127.0840792
483,비엠스마일,서울 강남구 테헤란로44길 8 아이콘역삼빌딩 4층,37.50232702,127.0444447
484,마켓멍,서울 광진구 용마산로7길 17,37.55914692,127.086685
485,시크릿펫룸,서울 서초구 동광로1길 93-1 엠하우스 101호,37.49599171,126.9837229
486,클라이네독,서울 강남구 테헤란로8길 22 화인빌딩 225호,37.49741634,127.0315939
487,토토씨,서울 서초구 서초대로 389 진흥상가 2층 212호,37.49708113,127.0236652
488,메가펫 사가정점,서울 중랑구 면목로 272,37.57707549,127.0860402
489,펫츠모리,서울 강남구 강남대로84길 23,37.49712987,127.0303844
490,아르르,서울 강남구 테헤란로 311 3층,37.50374414,127.0448545
491,한국프로비던스 동물약품,서울 강남구 테헤란로4길 6 311호,37.50374414,127.0448545
492,더마독헬스케어,서울 서초구 서초대로 357 아르누보시티 102호,37.49616856,127.0204832
493,유엔우,서울 서초구 동광로1길 55-4,37.49441348,126.9835306
494,퍼피퍼피,서울 강남구 테헤란로20길 19 엘지 에클라트 407호,37.4985647,127.0350268
495,케이왕,서울 강남구 영동대로118길 30-4 리젠시타운 B단지 2동 105호,37.51679333,127.0617625
496,도그버디 면목점,서울 중랑구 사가정로50길 51,37.578604,127.0855815
497,미유컴퍼니,서울 강남구 삼성로103길 12 신도브래뉴 1층 101호,37.5103691,127.0534108
498,바움쉔,서울 서초구 방배중앙로21길 6 401호,37.49264919,126.9861391
499,스윗도그,서울 강남구 압구정로 108 108호,37.54770402,127.0204781
500,바스펫,서울 강남구 강남대로136길 15 501호,37.55968758,127.0126802
501,장보는강아지와고양이 본점,서울 서초구 서운로 45 1층,37.48801528,127.0282066
502,방배동강아지,서울 서초구 방배중앙로 106 드림앤하우스 1층,37.4887578,126.9883485
503,장보는강아지와고양이 한티점,서울 강남구 선릉로 318 동궁상가 지하 1호,37.49806958,127.0523705
504,도그버디 이수점,서울 동작구 동작대로29길 35 1층,37.48807786,126.9799884
505,하울팟 케어클럽 셀렉샵,서울 서초구 서초대로58길 36 2층,37.49313303,127.0178881
506,인터펫코리아,서울 서초구 서운로 45,37.48801528,127.0282066
507,강남강아지,서울 강남구 언주로79길 14 2층,37.49933085,127.042877
508,메이드바이핸드,서울 동작구 노량진1동 215-30,37.49933085,127.042877
509,핏펫,서울 강남구 테헤란로 420 13층,37.50514527,127.0525582
510,잇츠그룸,서울 서초구 방배천로18길 12 1층,37.48262431,126.9833836
511,퍼피스낵,서울 서초구 동광로12가길 9,37.48728239,126.9843362
512,올리독,서울 서초구 서초대로15길 48 1층,37.48871868,126.9891527
513,봉구의간식 역삼점,서울 강남구 역삼로7길 3,37.49431495,127.0330432
514,펫찌,서울 동작구 상도로47길 3,37.49969535,126.9512007
515,와이엘홀딩스,서울 강남구 선릉로 659 301호,37.56916416,127.0263479
516,챠오펫 본점,서울 서초구 효령로33길 43,37.48325273,126.997119
517,조이피아,서울 강남구 역삼로 134,37.49411114,127.0343164
518,핏펫,서울 강남구 선릉로 428 9층 126호,37.50335325,127.0498758
519,블라블라컴퍼니,서울 서초구 서초대로34가길 18 브라이트하우스 1층,37.48780329,126.9981874
520,티아라펫,서울 동작구 상도로37길 78 지하1층,37.49744169,126.9532686
521,더마독,서울 서초구 강남대로41길 19 2층,37.48688613,127.0314472
522,강남펫스타일,서울 강남구 언주로79길 5 301호,37.48688613,127.0314472
523,네코마켓,서울 동작구 사당로17길 111 현대아파트상가 107호,37.48772967,126.9707248
524,서울퍼피 서초점,서울 서초구 효령로46길 5,37.48333089,127.0090761
525,도슈어,서울 강남구 테헤란로79길 6,37.50728398,127.0555369
526,한국프로비던스 동물약품,서울 강남구 테헤란로4길 6 311호,37.58889741,127.0196475
527,솜이네애견용품점,서울 동작구 사당로16길 64,37.48101122,126.9718817
528,도기랑냥이랑 봉천점,서울 관악구 남부순환로 1698,37.48335374,126.938733
529,봄프렌즈,서울 강남구 선릉로92길 42 세진빌딩 3층,37.50611861,127.0521887
530,런독스,서울 관악구 중앙길 17,37.4839318,126.9534981
531,에이플코리아,서울 서초구 서초대로 122 3층 301호,37.48801659,126.9957807
532,댕쁘앙,서울 동작구 상도로 320 중앙하이츠빌 상가동 201호,37.49980716,126.9499021
533,포펫지니,서울 서초구 서초대로34가길 18,37.48780329,126.9981874
534,커들리 수제간식,서울 동작구 사당로28길 58,37.47949473,126.979248
535,몽시앙,서울 서초구 남부순환로333길 10,37.4831618,127.0204142
536,애완용품할인매장,서울 관악구 은천로 21 1층,37.48642041,126.9376962
537,심콩캣,서울 서초구 반포대로14길 71 LG서초에클라트 621호,37.48690952,127.0145047
538,펫버디,서울 서초구 방배천로 11 SK리더스뷰 A동,37.47770076,126.9822361
539,더로그인,서울 강남구 역삼로19길 9 6층,37.4959614,127.0368673
540,도그미소,서울 동작구 상도로 346-1,37.49678998,126.9516675
541,포더펫,서울 강남구 논현로63길 16,37.49300852,127.039144
542,스낵랩,서울 동작구 장승배기로10길 130 b동상가 202호,37.50201892,126.944785
543,아지앤냥이,서울 동작구 국사봉길 87-5,37.49627007,126.9314002
544,애견용품 할인매장,서울 관악구 남부순환로248길 68,37.47313656,126.9659928
545,소잉도그,서울 관악구 양녕로 28 2층,37.48444484,126.9468712
546,슈퍼멍,서울 관악구 남부순환로249길 6-7 까치빌라 가동 101호,37.47598204,126.9679135
547,하이큐브,서울 관악구 남부순환로 1888 301호,37.47854446,126.9590026
548,나에개로,서울 관악구 봉천로 605,37.4760912,126.9646038
549,강남똥개,서울 강남구 선릉로76길 38,37.50212842,127.0536046
550,강아지식탁 낙성대점,서울 관악구 인헌2길 19 1층 2호,37.4753303,126.965853
551,펫과나의이야기,서울 관악구 관악로10길 56,37.4764002,126.9556764
552,장보는강아지와고양이 대치점,서울 강남구 영동대로 223 1층,37.49909692,127.0679069
553,강아지아이돌,서울 강남구 선릉로 312 3층,37.49754372,127.0526428
554,루이독 현대백화점 무역센터점,서울 강남구 테헤란로 517 지하1층,37.50861513,127.0597651
555,비아퍼시픽,서울 동작구 남부순환로 2039,37.47666525,126.975308
556,모건네트웍스,서울 강남구 도곡로37길 35,37.49604865,127.0446036
557,아울렛펫코 양재점,서울 서초구 양재천로 141,37.47953438,127.0425699
558,플러쉬퍼피코리아,서울 강남구 테헤란로88길 10 805호,37.51679333,127.0617625
559,프리센트,서울 강남구 테헤란로82길 15,37.50604704,127.058229
560,샴푸하는강아지,서울 관악구 보라매로 20,37.49114264,126.9273628
561,개밥천국,서울 관악구 쑥고개로 82 1층,37.47921875,126.9455645
562,헬로우도그,서울 관악구 남부순환로248길 68,37.47313656,126.9659928
563,바이오펫,서울 강남구 테헤란로 623 삼성빌딩 10층,37.51001655,127.0657089
564,쑤니네펫샵,서울 관악구 봉천로 376-1,37.4831187,126.941641
565,코코멍냥,서울 관악구 신림동7길 8 지층,37.47027779,126.9413064
566,라온애니멀헬스,서울 강남구 남부순환로 2912 그랑프리엔상가 B110호,37.49070599,127.0561429
567,도그버디 신림점,서울 관악구 신원로5길 41 신원시장내 B-20호,37.48276886,126.9266553
568,애완용품,서울 광진구 뚝섬로 635 1층,37.53195336,127.0802828
569,하룻강아지,서울 강남구 개포로 251,37.47921186,127.0498447
570,찰찰이네 자연간식,서울 서초구 마방로6길 43,37.47410946,127.0433915
571,내새끼닷컴,서울 서초구 언남19길 11 성경빌딩 302호,37.47589217,127.0456196
572,디자인펫샵,서울 중랑구 사가정로 405,37.58064537,127.0897278
573,장보는강아지와고양이 묵동점,서울 중랑구 동일로 941 극동늘푸른아파트 상가 1층 101호,37.61486676,127.0762031
574,글로벌펫샵,서울 광진구 자양로43길 147 1층,37.55697399,127.0887439
575,디어마이펫,서울 중랑구 면목로40길 12 1층,37.57902605,127.0878811
576,대한사료,서울 중랑구 겸재로 209,37.58928119,127.090812
577,바르다펫,서울 중랑구 봉화산로 52 용우빌딩 1층,37.60142548,127.0802217
578,도그버디 아차산점,서울 광진구 자양로49길 25,37.55306992,127.0914065
579,강사모펫,서울 중랑구 망우로 241,37.59503781,127.0794248
580,지앤에프 애견샵,서울 중랑구 용마산로 333 2층,37.58171129,127.0931619
581,반값애견,서울 광진구 자양로28길 23,37.54219781,127.0856796
582,본오독 애견용품 수제간식,서울 중랑구 망우로 385,37.59887904,127.0949929
583,행복한강고모,서울 중랑구 봉화산로22길 5 1층,37.60142861,127.0822172
584,피마트,서울 중랑구 봉화산로3길 74,37.60489118,127.0755184
585,루브르펫,서울 광진구 아차산로57길 9,37.53900979,127.0881439
586,남대문애견용품,서울 중랑구 중랑역로 73,37.59995844,127.0778668
587,와이엘홀딩스,서울 강남구 선릉로 659 301호,37.59995844,127.0778668
588,멍브라더스,서울 광진구 구의강변로 102 현대13차폴라트리움 1층 102호,37.53941201,127.0946455
589,감성독,서울 중랑구 면목로44길 79 밝은미래빌딩 4층,37.58089881,127.0929943
590,스윗매직,서울 중랑구 사가정로 429,37.58070281,127.0923521
591,취미타운,서울 중랑구 봉우재로 180,37.59390457,127.0928555
592,도그빠 중화점,서울 중랑구 중랑천로 208-2,37.60337445,127.0743961
593,스윗도그,서울 강남구 압구정로 108 108호,37.52044814,127.031755
594,카이코리아 서울지사,서울 중랑구 봉우재로 114 우성빌딩 302호,37.59236455,127.0857604
595,애견사랑,서울 중랑구 봉화산로3길 131,37.60748044,127.0748181
596,바스펫,서울 강남구 강남대로136길 15 501호,37.51132629,127.0254574
597,애견수제간식,서울 중랑구 동일로149길 12,37.60678563,127.0776933
598,쿨한강아지,서울 중랑구 망우로66길 72,37.59631159,127.0993588
599,컬러풀독 강아지옷,서울 광진구 자양로53길 50 1층,37.55532067,127.0917901
600,도기러버,서울 중랑구 상봉중앙로5길 46-3 2층,37.60058267,127.0847638
601,엄지펫,서울 중랑구 동일로156길 6,37.6095675,127.0784056
602,꾸러미세상,서울 중랑구 봉화산로 115,37.60308497,127.0870306
603,러블리펫,서울 중랑구 동일로152길 23-1,37.60866406,127.0795113
604,개나리수제간식,서울 중랑구 동일로157길 70 목동아이파크아파트 상가동 101호,37.60956847,127.0738416
605,건강하개,서울 중랑구 동일로151길 46,37.6079974,127.0755679
606,위클리,서울 중랑구 상봉중앙로8가길 46-1,37.60046776,127.09017
607,애견용품그린펫,서울 중랑구 용마공원로 17-1,37.59410858,127.101362
608,황도 도그,서울 중랑구 동일로144가길 2 1층 애완용품,37.60548474,127.0805841
609,모리모리샵,서울 중랑구 봉화산로 115,37.60308497,127.0870306
610,꾸러미새상,서울 중랑구 봉화산로 115 102호 애견용품샵,37.60308497,127.0870306
611,개간식집,서울 중랑구 중랑역로 205 1층,37.61175602,127.0756206
612,토끼밥상,서울 중랑구 동일로144길 88 B동 203호,37.60637297,127.0831283
613,금란애견백화점,서울 중랑구 용마산로 532,37.59844643,127.100593
614,반려동물생활연구소 잠실본점,"서울 송파구 올림픽로12길 45 1,2층",37.59844643,127.100593
615,플러쉬퍼피코리아,서울 강남구 테헤란로88길 10 805호,37.59844643,127.100593
616,강남펫스타일,서울 강남구 언주로79길 5 301호,37.59844643,127.100593
617,장보는 강아지와 고양이 잠실롯데월드점,서울 송파구 올림픽로 240 1층 S-911호,37.51130961,127.0981418
618,미미쿡,서울 노원구 공릉로20길 27,37.6197888,127.0797009
619,구뜨,서울 중랑구 공릉로12길 3 5층,37.61663955,127.079743
620,도그버디 잠실점,서울 송파구 석촌호수로12길 18 1층,37.50900737,127.0843702
621,밀웜아저씨,서울 중랑구 망우로 479-7,37.60102447,127.1052985
622,도그버디 공릉점,서울 노원구 동일로180길 37 1층 103호,37.62269037,127.0762493
623,왈왈식당,서울 송파구 올림픽로 145 리센츠상가 1층 A43호,37.51198046,127.0870419
624,유니펫,서울 중랑구 용마산로125길 92,37.60356902,127.1012078
625,한국프로비던스 동물약품,서울 강남구 테헤란로4길 6 311호,37.60356902,127.1012078
626,애견용품할인매장,서울 송파구 백제고분로18길 20,37.50345513,127.0840862
627,주주클럽 망우본점,서울 중랑구 양원역로 7 흥성빌딩 1층,37.60128916,127.1081158
628,똑똑제과,서울 노원구 공릉로34길 6,37.62232368,127.0796462
629,몽몽이펫샵 잠실롯데월드점,서울 송파구 올림픽로 240 롯데월드 쇼핑몰 1층,37.51130961,127.0981418
630,씨케이티,서울 중랑구 망우로81길 28,37.6019092,127.1075524
631,리버독,서울 강동구 천중로 6 1층 105호,37.54580343,127.1223002
632,금동네 사랑방,서울 송파구 백제고분로19길 35 1층,37.50784738,127.0876372
633,천호동강아지,서울 강동구 천중로 17 1층,37.54591313,127.1238995
634,반려동물생활연구소 잠실본점,"서울 송파구 올림픽로12길 45 1,2층",37.53904486,127.0474801
635,오어트릿,서울 송파구 풍성로 69 1층,37.53354491,127.1201649
636,펫마트 서울천호점,서울 강동구 천호대로 995 1층,37.53928649,127.1230131
637,탐앤드폴 잠실롯데월드몰,서울 송파구 올림픽로 300 에비뉴엘 5층,37.51375196,127.1044469
638,도그버디,서울 송파구 천호대로152길 17,37.53736513,127.1216023
639,봉구의간식,서울 송파구 백제고분로45길 31,37.51034564,127.1081353
640,바르코,서울 강동구 성내로6길 31 예은빌딩 5층,37.52834985,127.1226896
641,펫라밸,서울 송파구 석촌호수로 188 104호,37.50345513,127.0840862
642,미야우프,서울 강동구 올림픽로 693,37.54327745,127.1248311
643,호두네과자집,서울 송파구 송파대로48길 5-1,37.50864141,127.1051176
644,펫츠베이 송파삼전점,서울 송파구 삼전로 54 1층,37.5036311,127.0877991
645,도그버디 삼전점,서울 송파구 백제고분로 202 1층,37.50381382,127.0890048
646,우다다,서울 송파구 백제고분로 504 프라임빌딩 4층,37.51502516,127.115488
647,펫플러스,서울 강동구 구천면로 192 3416호,37.51277207,127.0490572
648,도쿠몰,서울 송파구 백제고분로45길 11 3층 301호,37.50940381,127.1099983
649,강아지고양이편의점 삼전점,서울 송파구 삼전로6길 15 1층,37.50287551,127.088889
650,아모르 애견용품할인매장,서울 강동구 천호대로162길 63,37.53407031,127.1278646
651,마이펫,서울 송파구 백제고분로22길 15,37.50246404,127.0889869
652,강아지영토,서울 강동구 성내로14길 18,37.5271669,127.1266444
653,루비네수제간식 1호점,서울 강동구 천중로11길 41 1층,37.54721485,127.1274912
654,플러쉬퍼피코리아,서울 강남구 테헤란로88길 10 805호,37.57355515,127.0659892
655,와와애견용품할인매장,서울 강동구 올림픽로92길 36 1층,37.54773138,127.1288298
656,마니사개,서울 강동구 구천면로 259-1,37.54352835,127.1317424
657,키친반,서울 송파구 백제고분로28길 33,37.50004503,127.0912188
658,라피아컴퍼니,서울 강동구 성안로7길 49 201호,37.50004503,127.0912188
659,장보는강아지와고양이 강동둔촌점,서울 강동구 천호대로 1224,37.53554726,127.146896
660,도그버디,서울 송파구 백제고분로48길 40,37.5102437,127.117241
661,화이트 애견용품할인마트 2호점,서울 강동구 고덕로14길 61,37.5519276,127.1312078
662,씨애플산호프랙농장,서울 강동구 성안로 27,37.5262853,127.129599
663,배부른강아지,서울 강동구 천호대로167길 26 하이브2 101호,37.53720324,127.1332667
664,눈치보지말개,서울 강동구 천호대로 1077 래미안강동팰리스 상가 102동 107호,37.53725665,127.1314376
665,와이엘홀딩스,서울 강남구 선릉로 659 301호,37.53725665,127.1314376
666,기프트펫 석촌동점,서울 송파구 송파대로37길 84,37.49916976,127.1031976
667,개냥밥,서울 송파구 가락로5길 8 1층,37.50021535,127.1021928
668,두나펫코리아,서울 강동구 구천면로41길 79,37.54740659,127.1299635
669,스윗비,서울 강동구 상암로 81,37.54829496,127.1320939
670,한스클럽,서울 송파구 가락로 45,37.49941086,127.1014346
671,폴리파크 둔촌점,서울 강동구 양재대로 1404,37.53127465,127.1379838
672,하울링,서울 강동구 양재대로89길 67 1층,37.52725676,127.1318795
673,러브펫멀티펫샵 길동점,서울 강동구 양재대로114길 30,37.53736217,127.1416321
674,커즈펫 천호점,서울 강동구 상암로 74-1,37.54836407,127.1312788
