,name,lat,lng,address,type
61,알펫드라이버,37.4774295,126.9659964,서울특별시 관악구 봉천동 1688-145,동물판매업
62,스타독,37.5621003,126.9970195,서울특별시 중구 충무로4가 93-1번지 ,동물판매업
63,별이네,37.5328956,126.8349249,서울특별시 양천구 신월동 112-5,동물판매업
64,노크노크 강아지미용실,37.4972768,127.1199169,서울특별시 송파구 가락동 71-5,동물판매업
65,우리집막내둥이,37.5620406,126.9965537,서울특별시 중구 충무로4가 108-21번지 ,동물판매업
66,뉴욕애견,37.5622705,126.996153,서울특별시 중구 충무로4가 ,동물판매업
67,삼성애견,37.5578884,127.0134193,서울특별시 중구 신당동 333-199번지 ,동물판매업
68,바우미우동물병원,37.5592388,127.012848,서울특별시 중구 신당동 336-3번지 명덕빌딩 ,동물판매업
69,(주)이마트청계천점,37.5708733,127.0213284,서울특별시 중구 황학동 2545번지 롯데캐슬베네치아 지하1층 ,동물판매업
70,퍼피대디,37.5679458,126.8118984,서울특별시 강서구 방화동 597-18,동물판매업
71,큐어 클리닉,37.5489685,126.9211551,서울특별시 마포구 서교동 408-25,동물판매업
72,대한동물병원,37.5621003,126.9970195,서울특별시 중구 충무로4가 93-1번지 ,동물판매업
73,강아지,37.55176429999999,127.0108665,서울특별시 중구 신당동 372-434번지 ,동물판매업
74,(주)밀레펫 청계천점,37.5708733,127.0213284,서울특별시 중구 황학동 2545번지 ,동물판매업
75,스타독,37.5621003,126.9970195,서울특별시 중구 충무로4가 94-1번지 1층 ,동물판매업
76,굿독,37.5622705,126.996153,서울특별시 중구 충무로4가 ,동물판매업
77,롯데마트 서울역점 2층 수족관,37.5574069,126.9694999,서울특별시 중구 봉래동2가 122번지 ,동물판매업
78,좋아요동물병원,37.5604784,127.0190886,서울특별시 중구 신당동 44-17번지 ,동물판매업
79,남산동물병원,37.5491389,127.0093824,서울특별시 중구 신당동 844번지 남산타운 ,동물판매업
80,백슬동물병원,37.5557031,126.9664155,서울특별시 중구 만리동2가 10-1번지 ,동물판매업
81,바른동물병원,37.565869,127.0215764,서울특별시 중구 황학동 2523번지 황학 아크로타워 ,동물판매업
82,COZY,37.55960100000001,127.0148998,서울특별시 중구 신당동 294-67번지 ,동물판매업
83,미래지동물의료센터,37.55362520000001,127.0096026,서울특별시 중구 신당동 368-19번지 ,동물판매업
84,애뚜애뚜,37.560998,127.0183992,서울특별시 중구 신당동 47-11번지 ,동물판매업
85,엔젤,37.5491389,127.0093824,서울특별시 중구 신당동 844번지 남산타운 ,동물판매업
86,메종동물병원,37.5634635,127.015948,서울특별시 중구 신당동 102-6번지 ,동물판매업
87,엔젤펫택시,37.5521247,127.0087114,서울특별시 중구 신당동 366-38번지 ,동물판매업
88,애뚜애뚜,37.560998,127.0183992,서울특별시 중구 신당동 47-11번지 ,동물판매업
