,address,type,시군구,address,type
1776,서울특별시 서초구 양재동  215번지 하이브랜드 리빙관 14층 1417호,사료제조업,서초구,,
1777,서울특별시 송파구 가락동  77번지 4호 송파KCC웰츠타워 1105호,사료제조업,송파구,,
1778,서울특별시 강남구 도곡동  467번지 10호 우성리빙텔 309호,사료제조업,강남구,,
1779,서울특별시 강서구 공항동  1366번지 10호 KJ빌딩 ,사료제조업,강서구,,
1780,서울특별시 용산구 한남동  64번지 1호 수영빌딩 3층 ,사료제조업,용산구,,
1781,서울특별시 구로구 구로동  611번지 26호 구로동복합건물오퍼스 150호,사료제조업,구로구,,
1782,서울특별시 성북구 동선동2가  120번지 패션빌딩 ,사료제조업,성북구,,
1783,서울특별시 송파구 방이동  66번지 0호 덕림빌딩 ,사료제조업,송파구,,
1784,서울특별시 강서구 염창동  260번지 15호 도레미빌딩 ,사료제조업,강서구,,
1785,서울특별시 강남구 자곡동  649번지 0호 ,사료제조업,강남구,,
1786,서울특별시 서초구 방배동  908번지 23호 골드타운 301호,사료제조업,서초구,,
1787,서울특별시 서초구 서초동  1355번지 3호 서초월드오피스텔 1314호,사료제조업,서초구,,
1788,서울특별시 양천구 신정동  996번지 3호 ,사료제조업,양천구,,
1789,서울특별시 종로구 적선동  156번지 광화문 플래티넘빌딩 1201 ,사료제조업,종로구,,
1790,서울특별시 관악구 신림동  1595번지 4호 지층 ,사료제조업,관악구,,
1791,서울특별시 강서구 화곡동  1107번지 VIP 오피스텔 803호,사료제조업,강서구,,
1792,서울특별시 은평구 녹번동  35번지 75호 녹번동오피스텔 305호,사료제조업,은평구,,
1793,서울특별시 광진구 중곡동  124번지 41호 ,사료제조업,광진구,,
1794,서울특별시 구로구 구로동  74번지 30호 현대아파트 3동 409호,사료제조업,구로구,,
1795,서울특별시 영등포구 여의도동  18번지 3호 403호,사료제조업,영등포구,,
1796,서울특별시 관악구 봉천동  1664번지 16호 106호,사료제조업,관악구,,
1797,서울특별시 강서구 마곡동  759번지 1호 두산더랜드타워 B동 522호,사료제조업,강서구,,
1798,서울특별시 성동구 성수동2가  289번지 5호 성수 APEX CENTER 406호,사료제조업,성동구,,
1799,서울특별시 송파구 거여동  293번지 1호 세신거여훼미리타운 513호,사료제조업,송파구,,
1800,서울특별시 강남구 삼성동  169번지 대화빌딩 ,사료제조업,강남구,,
1801,서울특별시 서초구 방배동  1001번지 34호 제중빌딩 302호,사료제조업,서초구,,
1802,서울특별시 중구 오장동  44번지 8호 중부빌딩 501호,사료제조업,중구,,
1803,서울특별시 서초구 서초동  1360번지 53호 개원빌딩 B201호,사료제조업,서초구,,
1804,서울특별시 동대문구 청량리동  46번지 3호 2층 ,사료제조업,동대문구,,
1805,서울특별시 강서구 가양동  1456번지 12호 원신빌딩 204호 ,사료제조업,강서구,,
1806,서울특별시 동대문구 장안동  365번지 4호 서희스타힐스 410호,사료제조업,동대문구,,
1807,서울특별시 도봉구 도봉동  354번지 ,사료제조업,도봉구,,
1808,서울특별시 강남구 삼성동  159번지 1호 무역센터 1806호,사료제조업,강남구,,
1809,서울특별시 강동구 성내동  245번지 6호 101호 ,사료제조업,강동구,,
1810,서울특별시 서초구 방배동  931번지 10호 코아빌딩 3층 ,사료제조업,서초구,,
1811,서울특별시 광진구 구의동  257번지 21호 202호,사료제조업,광진구,,
1812,서울특별시 강동구 길동  150번지 ,사료제조업,강동구,,
1813,서울특별시 강남구 역삼동  705번지 1호 빅토리아 오피스텔 1602호,사료제조업,강남구,,
1814,서울특별시 구로구 구로동  603번지 9호 스타팰리스 1001호,사료제조업,구로구,,
1815,서울특별시 구로구 구로동  567번지 4호 구로에스케이뷰 A동 2103호,사료제조업,구로구,,
1816,서울특별시 강남구 역삼동  707번지 38호 테헤란오피스빌딩 1101호,사료제조업,강남구,,
1817,서울특별시 동작구 상도1동  666번지 5호 ,사료제조업,동작구,,
1818,서울특별시 성북구 보문동6가  297번지 ,사료제조업,성북구,,
1819,서울특별시 동작구 사당동  1051번지 44호 ,사료제조업,동작구,,
1820,서울특별시 강남구 개포동  185번지 개포주공6단지상가 209호,사료제조업,강남구,,
1821,서울특별시 중구 남대문로5가  526번지 대우재단빌딩 ,사료제조업,중구,,
1822,서울특별시 중랑구 면목동  1516번지 삼익아파트 101동 601호,사료제조업,중랑구,,
1823,서울특별시 금천구 가산동  429번지 1호 뉴티캐슬 403호,사료제조업,금천구,,
1824,서울특별시 송파구 가락동  146번지 1호 선형빌딩 202호,사료제조업,송파구,,
1825,서울특별시 강남구 논현동  125번지 9호 내외빌딩 106호,사료제조업,강남구,,
1826,서울특별시 송파구 방이동  66번지 2호 세기빌딩 803호 ,사료제조업,송파구,,
1827,서울특별시 서초구 양재동  223번지 양곡도매시장 3층 ,사료제조업,서초구,,
1828,서울특별시 강남구 삼성동  8번지 1호 건설빌딩 308호 ,사료제조업,강남구,,
1829,서울특별시 금천구 독산동  332번지 26호 ,사료제조업,금천구,,
1830,서울특별시 용산구 한남동  167번지 1호 가건빌딩 1층 ,사료제조업,용산구,,
1831,서울특별시 영등포구 여의도동  15번지 12호 성우빌딩 1003호 ,사료제조업,영등포구,,
1832,서울특별시 강남구 역삼동  702번지 10호 아남타워빌딩 1713호 ,사료제조업,강남구,,
1833,서울특별시 구로구 구로동  98번지 10호 대명빌딩 202호 ,사료제조업,구로구,,
1834,서울특별시 관악구 봉천동  1596번지 7호 ,사료제조업,관악구,,
1835,서울특별시 송파구 거여동  135번지 19호 삼화빌딩 202호,사료제조업,송파구,,
1836,서울특별시 중구 저동2가  24번지 1호 쌍용빌딩8~9층 ,사료제조업,중구,,
1837,서울특별시 강남구 도곡동  467번지 24호 우성캐릭터199빌딩 416호,사료제조업,강남구,,
1838,서울특별시 노원구 공릉동  622번지 아스피린센타 207호,사료제조업,노원구,,
1839,서울특별시 강남구 수서동  716번지 사이룩스오피스텔 서관동 1106호,사료제조업,강남구,,
1840,서울특별시 도봉구 방학동  272번지 신동아아파트 2동 208호,사료제조업,도봉구,,
1841,서울특별시 강서구 마곡동  759번지 1호 두산더랜드타워 제오에이동 1101~1102호,사료제조업,강서구,,
1842,서울특별시 동대문구 용두동  122번지 35호 ,사료제조업,동대문구,,
1843,서울특별시 마포구 대흥동  337번지 15호 신한빌딩 502호,사료제조업,마포구,,
1844,서울특별시 은평구 응암동  84번지 2호 신풍빌딩 6층 ,사료제조업,은평구,,
1845,서울특별시 송파구 가락동  79번지 7호 현진올림피아 O/T 905호,사료제조업,송파구,,
1846,서울특별시 영등포구 영등포동8가  45번지 5호 대하빌딩 3층 ,사료제조업,영등포구,,
1847,서울특별시 영등포구 영등포동4가  426번지 2호 ,사료제조업,영등포구,,
1848,서울특별시 송파구 가락동  98번지 7호 거북이오피스텔 1007호,사료제조업,송파구,,
1849,서울특별시 성동구 성수동1가  72번지 79호 뉴타운오피스텔 215호,사료제조업,성동구,,
1850,서울특별시 강남구 역삼동  702번지 13호 성지오피스텔 1311호,사료제조업,강남구,,
1851,서울특별시 금천구 독산동  901번지 16호 4층 ,사료제조업,금천구,,
1852,서울특별시 강남구 논현동  203번지 1호 거평빌딩 A동 603호,사료제조업,강남구,,
1853,서울특별시 서초구 양재동  358번지 6호 광산빌딩 2층 ,사료제조업,서초구,,
1854,서울특별시 강남구 수서동  725번지 미씨2000오피스텔 919호,사료제조업,강남구,,
1855,서울특별시 영등포구 여의도동  10번지 2호 (태영빌딩 10층) ,사료제조업,영등포구,,
1856,서울특별시 마포구 서교동  463번지 28호 공암빌딩 6층 ,사료제조업,마포구,,
1857,서울특별시 동작구 대방동  20번지 14호 ,사료제조업,동작구,,
1858,서울특별시 서초구 양재동  363번지 2호 성지빌딩 4층 ,사료제조업,서초구,,
1859,서울특별시 강남구 논현동  98번지 6호 우미빌딩 6층 ,사료제조업,강남구,,
1860,서울특별시 서초구 양재동  363번지 2호 성지빌딩 4층 ,사료제조업,서초구,,
1861,서울특별시 강서구 가양동  449번지 21호 한화비즈메트로2차 1206호,사료제조업,강서구,,
1862,서울특별시 서초구 반포동  707번지 11호 프린스타워 6층 ,사료제조업,서초구,,
1863,서울특별시 영등포구 여의도동  45번지 5호 매종리브로오피스텔 617호,사료제조업,영등포구,,
1864,서울특별시 서초구 양재동  306번지 9호 용소빌딩 302호,사료제조업,서초구,,
1865,서울특별시 서초구 서초동  1308번지 25호 강남오피스텔 803호,사료제조업,서초구,,
1866,서울특별시 금천구 독산동  887번지 6호 ,사료제조업,금천구,,
1867,서울특별시 중구 소공동  50번지 동양화학 ,사료제조업,중구,,
1868,서울특별시 마포구 마포동  350번지 강변한신코아빌딩 812 ,사료제조업,마포구,,
1869,서울특별시 강서구 방화동  609번지 184호 ,사료제조업,강서구,,
1870,서울특별시 종로구 구기동  266번지 청구빌라 102동 201호,사료제조업,종로구,,
1871,서울특별시 강남구 역삼동  720번지 21호 유정빌딩 6층 ,사료제조업,강남구,,
1872,서울특별시 종로구 신문로1가  163번지 광화문오피시아빌딩 401호,사료제조업,종로구,,
1873,서울특별시 동대문구 신설동  92번지 72호 미우빌딩 902호,사료제조업,동대문구,,
1874,서울특별시 송파구 가락동  98번지 2호 뉴훼미리1차오피스텔402호 ,사료제조업,송파구,,
1875,서울특별시 영등포구 양평동4가  264번지 3호 ,사료제조업,영등포구,,
1876,서울특별시 마포구 마포동  350번지 강변한신코아빌딩 1502호,사료제조업,마포구,,
1877,서울특별시 종로구 연지동  263번지 ,사료제조업,종로구,,
1878,서울특별시 송파구 가락동  76번지 9호 가락빌딩 206호,사료제조업,송파구,,
1879,서울특별시 강남구 논현동  203번지 1호 거평타운 606호,사료제조업,강남구,,
1880,서울특별시 강동구 고덕동  360번지 ,사료제조업,강동구,,
1881,서울특별시 영등포구 영등포동4가  426번지 2호 대야빌딩 407호,사료제조업,영등포구,,
1882,서울특별시 용산구 한남동  113번지 2호 인성빌딩 3층 ,사료제조업,용산구,,
1883,서울특별시 송파구 문정동  37번지 2호 동굴빌딩 2층 ,사료제조업,송파구,,
1884,서울특별시 서초구 서초동  1598번지 3호 서초르네상스오피스텔 402호,사료제조업,서초구,,
1885,서울특별시 마포구 서교동  368번지 22호 서문빌딩 526호,사료제조업,마포구,,
1886,서울특별시 종로구 신문로1가  163번지 1902호 광화문오피시아 ,사료제조업,종로구,,
1887,서울특별시 서초구 양재동  232번지 에이티센터 1305호,사료제조업,서초구,,
1888,서울특별시 송파구 삼전동  35번지 ,사료제조업,송파구,,
1889,서울특별시 강남구 신사동  520번지 동양빌딩 3층 ,사료제조업,강남구,,
1890,서울특별시 중구 남대문로5가  120번지 단암빌딩 3층 ,사료제조업,중구,,
1891,서울특별시 강서구 화곡동  84번지 4호 4층 403호 ,사료제조업,강서구,,
1892,서울특별시 강남구 도곡동  467번지 10호 우성리빙텔 309호 ,사료제조업,강남구,,
1893,서울특별시 서초구 서초동  1362번지 14호 해동빌딩 7층 ,사료제조업,서초구,,
1894,서울특별시 용산구 한남동  64번지 1호 수영빌딩 4층 ,사료제조업,용산구,,
1895,서울특별시 송파구 가락동  98번지 3호 소방공제회관 8층 ,사료제조업,송파구,,
1896,서울특별시 광진구 자양동  553번지 43호 한양빌딩 205호,사료제조업,광진구,,
1897,서울특별시 동대문구 회기동  3번지 56호 4층 ,사료제조업,동대문구,,
1898,서울특별시 종로구 봉익동  141번지 1호 세화빌딩 510호,사료제조업,종로구,,
1899,서울특별시 강남구 삼성동  115번지 18호 이원빌딩 ,사료제조업,강남구,,
1900,서울특별시 마포구 마포동  350번지 강변한신코아 1203호,사료제조업,마포구,,
1901,서울특별시 서초구 양재동  232번지 aT센터 904호,사료제조업,서초구,,
1902,서울특별시 강남구 도곡동  467번지 10호 우성리빙텔 309호,사료제조업,강남구,,
1903,서울특별시 강서구 공항동  1365번지 11호 ,사료제조업,강서구,,
1904,서울특별시 영등포구 양평동4가  203번지 2호 선유빌딩 201호,사료제조업,영등포구,,
1905,서울특별시 마포구 마포동  236번지 1호 덕성빌딩 ,사료제조업,마포구,,
1906,서울특별시 마포구 성산동  278번지 49호 한성빌딩 ,사료제조업,마포구,,
1907,서울특별시 영등포구 여의도동  36번지 B1C동 001호,사료제조업,영등포구,,
1908,서울특별시 강동구 둔촌동  63번지 태기빌딩 502호,사료제조업,강동구,,
1909,서울특별시 송파구 문정동  642번지 3호 문정에스케이브이원지엘메트로시티 C동 1113-1호,사료제조업,송파구,,
1910,서울특별시 송파구 문정동  622번지 0호 송파한화오벨리스크 ,사료제조업,송파구,,
1911,서울특별시 송파구 가락동  99번지 3호 제일오피스텔 1602호,사료제조업,송파구,,
1912,서울특별시 강동구 암사동  490번지 19호 ,사료제조업,강동구,,
1913,서울특별시 송파구 방이동  22번지 5호 잠실리시온 503호,사료제조업,송파구,,
1914,서울특별시 송파구 가락동  99번지 3호 제일오피스텔 505호,사료제조업,송파구,,
1915,서울특별시 송파구 오금동  60번지 2호 ,사료제조업,송파구,,
1916,서울특별시 서대문구 북아현동  176번지 52호 ,사료제조업,서대문구,,
1917,서울특별시 강남구 대치동  1009번지 5호 국민제1빌딩 ,사료제조업,강남구,,
1918,서울특별시 종로구 운니동  98번지 78호 가든타워 602호,사료제조업,종로구,,
1919,서울특별시 강서구 화곡동  894번지 19호 용윤빌딩 B01호,사료제조업,강서구,,
1920,서울특별시 금천구 시흥동  237번지 19호 ,사료제조업,금천구,,
1921,서울특별시 종로구 수송동  58번지 두산위브파빌리온 317호,사료제조업,종로구,,
1922,서울특별시 강남구 수서동  716번지 사이룩스 동관동 901호,사료제조업,강남구,,
1923,서울특별시 강서구 가양동  1498번지 강서한강자이타워 B-611호,사료제조업,강서구,,
1924,서울특별시 노원구 상계동  1267번지 토마토파르코 1504호,사료제조업,노원구,,
1925,서울특별시 마포구 상암동  1640번지 마포비즈프라자 411호,사료제조업,마포구,,
1926,서울특별시 서초구 서초동  1450번지 4호 ,사료제조업,서초구,,
1927,서울특별시 은평구 신사동  20번지 1호 홍일연립 203호,사료제조업,은평구,,
1928,서울특별시 광진구 구의동  246번지 14호 크레신타워 107호,사료제조업,광진구,,
1929,서울특별시 서초구 양재동  332번지 5호 산양빌딩 202호,사료제조업,서초구,,
1930,서울특별시 구로구 개봉동  50번지 3호 ,사료제조업,구로구,,
1931,서울특별시 종로구 도렴동  60번지 도렴빌딩 608호,사료제조업,종로구,,
1932,서울특별시 서초구 반포동  107번지 28호 ,사료제조업,서초구,,
1933,서울특별시 동작구 사당동  155번지 6호 ,사료제조업,동작구,,
1934,서울특별시 서초구 서초동  1687번지 2호 중앙서초프라자 303호,사료제조업,서초구,,
1935,서울특별시 용산구 갈월동  71번지 6호 B1 ,사료제조업,용산구,,
1936,서울특별시 중랑구 상봉동  107번지 6호 ,사료제조업,중랑구,,
1937,서울특별시 동대문구 신설동  96번지 48호 ,사료제조업,동대문구,,
1938,서울특별시 영등포구 여의도동  13번지 동양파라곤오피스텔 632호,사료제조업,영등포구,,
1939,서울특별시 금천구 가산동  505번지 14호 코롱디지털타워 애스턴 209호,사료제조업,금천구,,
1940,서울특별시 용산구 한강로1가  50번지 1호 용산파크자이D-3224 ,사료제조업,용산구,,
1941,서울특별시 송파구 문정동  70번지 15호 금석빌딩 501호 ,사료제조업,송파구,,
1942,서울특별시 동작구 사당동  1007번지 31호 관석빌딩 ,사료제조업,동작구,,
1943,서울특별시 송파구 가락동  79번지 5호 ,사료제조업,송파구,,
1944,서울특별시 마포구 합정동  370번지 25호 ,사료제조업,마포구,,
1945,서울특별시 동작구 대방동  46번지 6호 유한양행빌딩 ,사료제조업,동작구,,
1946,서울특별시 양천구 신월동  995번지 8호 아남빌딩 4층 ,사료제조업,양천구,,
1947,서울특별시 강남구 수서동  716번지 한신사이룩스 서관동 1006호,사료제조업,강남구,,
1948,서울특별시 서초구 방배동  980번지 32호 방배오피스텔 214호 ,사료제조업,서초구,,
1949,서울특별시 은평구 증산동  223번지 28호 디엠씨자이2단지(DMC자이2단지) 2동 408호,사료제조업,은평구,,
1950,서울특별시 중구 신당동  372번지 49호 임마누엘빌딩 505호,사료제조업,중구,,
1951,서울특별시 강남구 대치동  63번지 우성아파트 1동 1203호,사료제조업,강남구,,
1952,서울특별시 강남구 논현동  203번지 1호 거평타운 1701호,사료제조업,강남구,,
1953,서울특별시 송파구 가락동  18번지 15호 광산빌딩 302호,사료제조업,송파구,,
1954,서울특별시 서초구 서초동  1303번지 35호 데시앙루브 B동 105호,사료제조업,서초구,,
1955,서울특별시 강남구 역삼동  828번지 10호 올림피아오피스텔 818호,사료제조업,강남구,,
1956,서울특별시 중구 쌍림동  292번지 씨제이제일제당센터 ,사료제조업,중구,,
1957,서울특별시 서초구 서초동  1341번지 2호 대호빌딩 201호,사료제조업,서초구,,
1958,서울특별시 중랑구 망우동  364번지 50호 아름빌딩 410호,사료제조업,중랑구,,
1959,서울특별시 송파구 가락동  99번지 5호 효원빌딩12층 ,사료제조업,송파구,,
1960,서울특별시 용산구 청파동2가  60번지 8호 청파플라자 502호,사료제조업,용산구,,
1961,서울특별시 양천구 목동  919번지 성우네트빌 412호,사료제조업,양천구,,
1962,서울특별시 서초구 서초동  1364번지 29호 에메랄드빌딩2층 르호봇비즈니스센터 269호,사료제조업,서초구,,
1963,서울특별시 서초구 방배동  439번지 1호 신진오피스 ,사료제조업,서초구,,
1964,서울특별시 서초구 서초동  1342번지 6호 ,사료제조업,서초구,,
1965,서울특별시 서대문구 창천동  365번지 삼성맨숀 1동 101호,사료제조업,서대문구,,
1966,서울특별시 영등포구 문래동3가  55번지 20호 에이스하이테크시티 1동 715호,사료제조업,영등포구,,
1967,서울특별시 서초구 방배동  895번지 14호 내방원빌 403호,사료제조업,서초구,,
1968,서울특별시 영등포구 당산동3가  257번지 6호 ,사료제조업,영등포구,,
1969,서울특별시 송파구 문정동  75번지 7호 4층 ,사료제조업,송파구,,
1970,서울특별시 성동구 성수동1가  656번지 410호 홍성빌딩4층 ,사료제조업,성동구,,
1971,서울특별시 서초구 서초동  1454번지 29호 ,사료제조업,서초구,,
1972,서울특별시 종로구 창신동  412번지 1호 ,사료제조업,종로구,,
1973,서울특별시 서초구 서초동  1487번지 125호 ,사료제조업,서초구,,
1974,서울특별시 광진구 중곡동  169번지 89호 인성 401호 ,사료제조업,광진구,,
1975,서울특별시 서대문구 현저동  1번지 147호 ,사료제조업,서대문구,,
1976,서울특별시 송파구 석촌동  276번지 2호 석촌꽃마을빌딩 501-2호,사료제조업,송파구,,
1977,서울특별시 성북구 석관동  67번지 11호 ,사료제조업,성북구,,
1978,서울특별시 송파구 가락동  99번지 1호 밀리아나1차빌딩 307호,사료제조업,송파구,,
1979,서울특별시 강남구 도곡동  467번지 24호 우성캐릭터 199오피스텔 603호,사료제조업,강남구,,
1980,서울특별시 강남구 삼성동  159번지 9호 도심공항타워 1004호,사료제조업,강남구,,
1981,서울특별시 광진구 구의동  241번지 75호 101호 ,사료제조업,광진구,,
1982,서울특별시 금천구 독산동  1009번지 73호 ,사료제조업,금천구,,
1983,서울특별시 금천구 가산동  319번지 0호 호서대벤처타워 902호,사료제조업,금천구,,
1984,서울특별시 광진구 자양동  515번지 1호 우성아파트 309동 706호,사료제조업,광진구,,
1985,서울특별시 강남구 대치동  932번지 29호 대치동 ,사료제조업,강남구,,
1986,서울특별시 은평구 갈현동  464번지 19호 201호,사료제조업,은평구,,
1987,서울특별시 중구 신당동  363번지 13호 상춘 104호,사료제조업,중구,,
1988,서울특별시 서초구 서초동  1589번지 6호 센츄리오피스텔 309호,사료제조업,서초구,,
1989,서울특별시 마포구 아현동  437번지 3호 고려아카데미텔 310호,사료제조업,마포구,,
1990,서울특별시 도봉구 창동  560번지 44호 ,사료제조업,도봉구,,
1991,서울특별시 동대문구 용두동 119-37번지,사료제조업,동대문구,,
1992,서울특별시 마포구 마포동  35번지 1호 현대빌딩 505호,사료제조업,마포구,,
1993,서울특별시 송파구 문정동  641번지 4호 대명벨리온지식산업센터 1007호,사료제조업,송파구,,
1994,서울특별시 동작구 신대방동  395번지 73호 ,사료제조업,동작구,,
1995,서울특별시 마포구 상수동  317번지 7호 상수오피스텔 405호,사료제조업,마포구,,
1996,서울특별시 강동구 성내동  112번지 62호 화랑빌딩 704호,사료제조업,강동구,,
1997,서울특별시 금천구 시흥동 산139번지 2호 남부여성발전창업센터 306호,사료제조업,금천구,,
1998,서울특별시 강남구 수서동  724번지 로즈데일빌딩 2층동 ,사료제조업,강남구,,
1999,서울특별시 금천구 가산동  371번지 28호 우림라이온스밸리 c동 401-1호,사료제조업,금천구,,
2000,서울특별시 서초구 양재동  339번지 7호 ,사료제조업,서초구,,
2001,서울특별시 송파구 신천동  7번지 19호 시그마타워 6층 ,사료제조업,송파구,,
2002,서울특별시 용산구 한남동  653번지 11호 지하1층 ,사료제조업,용산구,,
2003,서울특별시 동대문구 제기동  833번지 1층 ,사료제조업,동대문구,,
2004,서울특별시 서초구 방배동  421번지 1호 세양아르비체 101-205 ,사료제조업,서초구,,
2005,서울특별시 동대문구 답십리동  465번지 39호 2층 ,사료제조업,동대문구,,
2006,서울특별시 종로구 내수동  72번지 경희궁아침 3단지 830호 ,사료제조업,종로구,,
2007,서울특별시 마포구 대흥동  337번지 15호 ,사료제조업,마포구,,
2008,서울특별시 양천구 신정동  324번지 7호 대림아크로빌 A동 214호,사료제조업,양천구,,
2009,서울특별시 강남구 삼성동  157번지 8호 LG트윈텔1 1604호,사료제조업,강남구,,
2010,서울특별시 강북구 수유동  466번지 140호 102호,사료제조업,강북구,,
2011,서울특별시 송파구 오금동  81번지 5호 ,사료제조업,송파구,,
2012,서울특별시 동작구 신대방동  395번지 67호 롯데관악타워 509호,사료제조업,동작구,,
2013,서울특별시 중구 장교동  1번지 ,사료제조업,중구,,
2014,서울특별시 마포구 상암동  1653번지 DMC이안상암2단지 ,사료제조업,마포구,,
2015,서울특별시 은평구 역촌동  5번지 13호 명문101 ,사료제조업,은평구,,
2016,서울특별시 동대문구 용두동  144번지 28호 2층 ,사료제조업,동대문구,,
2017,서울특별시 강동구 천호동  427번지 3호 엘쿠루608 ,사료제조업,강동구,,
2018,서울특별시 마포구 도화동  555번지 한화오벨리스크 오피스텔동 제오동 1101호,사료제조업,마포구,,
2019,서울특별시 마포구 마포동  34번지 1호 신화빌딩 407호,사료제조업,마포구,,
2020,서울특별시 서초구 서초동  1640번지 13호 한서빌딩 ,사료제조업,서초구,,
2021,서울특별시 서초구 잠원동  75번지 19호 반포쇼핑타운 3동 502호,사료제조업,서초구,,
2022,서울특별시 용산구 동자동  43번지 56호 센트럴프라자 801호,사료제조업,용산구,,
2023,서울특별시 서대문구 미근동  332번지 0호 웨스트게이트타워 ,사료제조업,서대문구,,
2024,서울특별시 강동구 성내동  553번지 ,사료제조업,강동구,,
2025,서울특별시 금천구 시흥동  984번지 시흥산업용재유통센타 32동 231호,사료제조업,금천구,,
2026,서울특별시 강동구 성내동  558번지 5호 토성타운 201호,사료제조업,강동구,,
2027,서울특별시 동작구 신대방동  395번지 62호 삼성보라매옴니타워 7층 ,사료제조업,동작구,,
2028,서울특별시 강남구 역삼동  837번지 11호 유니온센타 2012호,사료제조업,강남구,,
2029,서울특별시 강남구 개포동  13번지 3호 미씨860나산오피스텔 820호,사료제조업,강남구,,
2030,서울특별시 구로구 구로동  636번지 1호 CJ공장 ,사료제조업,구로구,,
2031,서울특별시 송파구 오금동  81번지 5호 삼보빌딩 ,사료제조업,송파구,,
2032,서울특별시 영등포구 여의도동  25번지 5호 동화빌딩 1203호,사료제조업,영등포구,,
2033,서울특별시 서초구 양재동  232번지 AT센터 1201호,사료제조업,서초구,,
2034,서울특별시 서초구 서초동  1503번지 15호 양우빌딩 2층 ,사료제조업,서초구,,
2035,서울특별시 강남구 역삼동  837번지 26호 삼일프라자오피스텔 913호,사료제조업,강남구,,
2036,서울특별시 서초구 서초동  1688번지 1호 ,사료제조업,서초구,,
2037,서울특별시 관악구 신림동  1714번지 삼성산주공아파트 309동 109호,사료제조업,관악구,,
2038,서울특별시 강남구 역삼동  720번지 25호 디오빌역삼 2502호,사료제조업,강남구,,
2039,서울특별시 중랑구 묵동 245-11번지,사료제조업,중랑구,,
2040,서울특별시 마포구 서교동  379번지 13호 2층 ,사료제조업,마포구,,
2041,서울특별시 마포구 서교동  487번지 서교동대우미래사랑 331호,사료제조업,마포구,,
2042,서울특별시 성북구 정릉동  252번지 132호 ,사료제조업,성북구,,
2043,서울특별시 송파구 풍납동  393번지 6호 올림픽대교빌딩 6층 ,사료제조업,송파구,,
2044,서울특별시 영등포구 문래동1가  39번지 센터플러스 B동 105호,사료제조업,영등포구,,
2045,서울특별시 관악구 봉천동  948번지 4호 웰빙오피스텔 701호,사료제조업,관악구,,
2046,서울특별시 중구 남대문로2가  118번지 해운센터 신관 20층 ,사료제조업,중구,,
2047,서울특별시 마포구 공덕동  404번지 풍림빌딩 617호,사료제조업,마포구,,
2048,서울특별시 서초구 서초동  1623번지 12호 상보빌딩 805호,사료제조업,서초구,,
2049,서울특별시 송파구 가락동  72번지 3호 성원빌딩 5층 ,사료제조업,송파구,,
2050,서울특별시 송파구 문정동  99번지 5호 3층 ,사료제조업,송파구,,
2051,서울특별시 강남구 삼성동  35번지 8호 한일빌딩 6층 ,사료제조업,강남구,,
2052,서울특별시 서대문구 연희동  218번지 5호 마이움 202호,사료제조업,서대문구,,
2053,서울특별시 성북구 보문동2가  74번지 13호 인성빌딩 204호,사료제조업,성북구,,
2054,서울특별시 영등포구 영등포동7가  94번지 324호 오성빌딩 402호,사료제조업,영등포구,,
2055,서울특별시 서초구 서초동  1446번지 11호 현대슈퍼빌 상가동 303호,사료제조업,서초구,,
2056,서울특별시 강남구 역삼동  725번지 62호 ,사료제조업,강남구,,
2057,서울특별시 금천구 가산동  50번지 3호 대륭포스트타워6차 1301호,사료제조업,금천구,,
2058,서울특별시 은평구 진관동  100번지 1호 은평헤스티아2차 206호,사료제조업,은평구,,
2059,서울특별시 서초구 잠원동  46번지 1호 ,사료제조업,서초구,,
2060,서울특별시 영등포구 여의도동  13번지 5호 오성빌딩 608호,사료제조업,영등포구,,
2061,서울특별시 송파구 가락동  77번지 4호 송파KCC웰츠타워 ,사료제조업,송파구,,
2062,서울특별시 동대문구 장안동  308번지 8호 ,사료제조업,동대문구,,
2063,서울특별시 중랑구 중화동  306번지 45호 ,사료제조업,중랑구,,
2064,서울특별시 영등포구 여의도동  35번지 2호 백상빌딩 1005호,사료제조업,영등포구,,
2065,서울특별시 종로구 동숭동  129번지 134호 ,사료제조업,종로구,,
2066,서울특별시 강남구 신사동  516번지 10호 ,사료제조업,강남구,,
2067,서울특별시 관악구 신림동  1459번지 4호 ,사료제조업,관악구,,
2068,서울특별시 강북구 미아동  121번지 5호 ,사료제조업,강북구,,
2069,서울특별시 종로구 명륜1가  10번지 1호 ,사료제조업,종로구,,
2070,서울특별시 관악구 신림동  675번지 232호 ,사료제조업,관악구,,
2071,서울특별시 송파구 가락동  171번지 현진타워 503호,사료제조업,송파구,,
2072,서울특별시 강남구 역삼동  832번지 SM타워 602호,사료제조업,강남구,,
2073,서울특별시 중랑구 상봉동  479번지 2호 ,사료제조업,중랑구,,
2074,서울특별시 서초구 염곡동  300번지 6호 외국기업창업지원연구센터 901호,사료제조업,서초구,,
2075,서울특별시 관악구 신림동  550번지 22호 ,사료제조업,관악구,,
2076,서울특별시 송파구 방이동  51번지 2호 청호빌딩 9호,사료제조업,송파구,,
2077,서울특별시 강남구 삼성동  39번지 8호 정우빌딩 ,사료제조업,강남구,,
2078,서울특별시 성동구 옥수동  218번지 1호 602호,사료제조업,성동구,,
2079,서울특별시 송파구 문정동  642번지 3호 문정에스케이브이원지엘메트로시티 ,사료제조업,송파구,,
