,park,salon,cafe,deliver,equip,rst,hospital,manage,pharmacy,playground,restaurant,sell,cluster,lat,lng
0,0.3,0.263157895,0,0.428571429,0.12,0,0.217391304,0.086956522,0.244444444,0,0,0.186046512,0,37.493239,126.859507
1,0.3,0.236842105,0,0.142857143,0.04,0,0.304347826,0.086956522,0.244444444,0,0,0.162790698,19,37.493239,126.864507
2,0.3,0.105263158,0,0.142857143,0,0.080645161,0.173913043,0.043478261,0.111111111,0,0,0.058139535,2,37.493239,126.869507
3,0.1,0.026315789,0,0.142857143,0.04,0.096774194,0.086956522,0,0.044444444,0,0,0.081395349,15,37.493239,126.874507
4,0.1,0.131578947,0,0.142857143,0.08,0.14516129,0.434782609,0.043478261,0.111111111,0,0,0.151162791,19,37.493239,126.879507
5,0,0.210526316,0,0.142857143,0.12,0.129032258,0.434782609,0.086956522,0.244444444,0,0,0.186046512,19,37.493239,126.884507
6,0,0.236842105,0,0.285714286,0.16,0.14516129,0.47826087,0.130434783,0.311111111,0,0.027027027,0.220930233,0,37.493239,126.889507
7,0,0.157894737,0,0.142857143,0.12,0.193548387,0.130434783,0.086956522,0.311111111,0,0.027027027,0.174418605,19,37.493239,126.894507
8,0.1,0.184210526,0,0.142857143,0.08,0.177419355,0.217391304,0.130434783,0.422222222,0.333333333,0.027027027,0.174418605,10,37.493239,126.899507
9,0.1,0.157894737,0,0.285714286,0.08,0.080645161,0.217391304,0.130434783,0.355555556,0.333333333,0.081081081,0.186046512,10,37.493239,126.904507
10,0.1,0.236842105,0,0.142857143,0.12,0.096774194,0.130434783,0.217391304,0.333333333,0.333333333,0.081081081,0.209302326,10,37.493239,126.909507
11,0.1,0.342105263,0,0.142857143,0.2,0.177419355,0.173913043,0.260869565,0.355555556,0.666666667,0.135135135,0.290697674,9,37.493239,126.914507
12,0.2,0.552631579,0,0.428571429,0.28,0.209677419,0.304347826,0.434782609,0.288888889,0.666666667,0.135135135,0.430232558,1,37.493239,126.919507
13,0.3,0.447368421,0,0.285714286,0.16,0.193548387,0.260869565,0.304347826,0.4,0.666666667,0.135135135,0.348837209,1,37.493239,126.924507
14,0.3,0.473684211,0,0.571428571,0.2,0.193548387,0.260869565,0.304347826,0.422222222,0.666666667,0.135135135,0.372093023,1,37.493239,126.929507
15,0.3,0.394736842,0,0.571428571,0.16,0.096774194,0.173913043,0.304347826,0.422222222,0.666666667,0.135135135,0.406976744,1,37.493239,126.934507
16,0.2,0.157894737,0.090909091,0.142857143,0.12,0.032258065,0.086956522,0.217391304,0.155555556,0.333333333,0.135135135,0.279069767,10,37.493239,126.939507
17,0.2,0.157894737,0.090909091,0.142857143,0.24,0.048387097,0.173913043,0.260869565,0.244444444,0,0.081081081,0.197674419,19,37.493239,126.944507
18,0.2,0.210526316,0,0,0.16,0.032258065,0.217391304,0.304347826,0.222222222,0,0.027027027,0.220930233,19,37.493239,126.949507
19,0.4,0.210526316,0,0,0.16,0.032258065,0.217391304,0.260869565,0.2,0,0.054054054,0.197674419,19,37.493239,126.954507
20,0.4,0.131578947,0,0,0.08,0.016129032,0.086956522,0.217391304,0.177777778,0,0.027027027,0.127906977,2,37.493239,126.959507
21,0.3,0.052631579,0,0,0.04,0.048387097,0.043478261,0.043478261,0.044444444,0,0.108108108,0.058139535,2,37.493239,126.964507
22,0.3,0.105263158,0,0,0.04,0.048387097,0.173913043,0,0.066666667,0,0.162162162,0.058139535,2,37.493239,126.969507
23,0.3,0.105263158,0,0,0.2,0.064516129,0.217391304,0.043478261,0.111111111,0,0.162162162,0.093023256,2,37.493239,126.974507
24,0.3,0.210526316,0.090909091,0,0.36,0.14516129,0.304347826,0.173913043,0.266666667,0,0.135135135,0.186046512,19,37.493239,126.979507
25,0.2,0.289473684,0.090909091,0.142857143,0.32,0.209677419,0.391304348,0.260869565,0.377777778,0,0.135135135,0.313953488,7,37.493239,126.984507
26,0.2,0.447368421,0.090909091,0.285714286,0.44,0.209677419,0.565217391,0.391304348,0.311111111,0,0.135135135,0.38372093,7,37.493239,126.989507
27,0.2,0.5,0.090909091,0.428571429,0.4,0.193548387,0.565217391,0.52173913,0.2,0,0.135135135,0.488372093,3,37.493239,126.994507
28,0,0.315789474,0.090909091,0.428571429,0.24,0.225806452,0.260869565,0.260869565,0.288888889,0,0.108108108,0.325581395,0,37.493239,126.999507
29,0,0.157894737,0,0.285714286,0.24,0.112903226,0.217391304,0.217391304,0.244444444,0,0.027027027,0.197674419,0,37.493239,127.004507
30,0,0.131578947,0,0.142857143,0.12,0.225806452,0.217391304,0.260869565,0.311111111,0,0,0.209302326,19,37.493239,127.009507
31,0,0.236842105,0,0.142857143,0.16,0.370967742,0.347826087,0.347826087,0.444444444,0,0.081081081,0.279069767,12,37.493239,127.014507
32,0,0.315789474,0,0.142857143,0.24,0.467741935,0.347826087,0.434782609,0.777777778,0.333333333,0.081081081,0.302325581,8,37.493239,127.019507
33,0.1,0.447368421,0.090909091,0.142857143,0.48,0.564516129,0.391304348,0.47826087,0.866666667,0.666666667,0.081081081,0.418604651,13,37.493239,127.024507
34,0.1,0.447368421,0.090909091,0.428571429,0.6,0.64516129,0.52173913,0.608695652,0.866666667,0.666666667,0.081081081,0.372093023,13,37.493239,127.029507
35,0.1,0.473684211,0.181818182,0.428571429,0.56,0.64516129,0.565217391,0.565217391,0.955555556,0.666666667,0.081081081,0.395348837,13,37.493239,127.034507
36,0.1,0.473684211,0.272727273,0.428571429,0.48,0.419354839,0.608695652,0.565217391,0.622222222,0.666666667,0.081081081,0.360465116,13,37.493239,127.039507
37,0.1,0.5,0.181818182,0.428571429,0.44,0.306451613,0.695652174,0.52173913,0.488888889,0.666666667,0.027027027,0.348837209,13,37.493239,127.044507
38,0.1,0.368421053,0.090909091,0.142857143,0.32,0.258064516,0.608695652,0.52173913,0.644444444,0.666666667,0,0.26744186,1,37.493239,127.049507
39,0.1,0.263157895,0.090909091,0,0.24,0.209677419,0.304347826,0.347826087,0.555555556,0.333333333,0,0.174418605,10,37.493239,127.054507
40,0.1,0.236842105,0,0,0.24,0.193548387,0.304347826,0.260869565,0.511111111,0.333333333,0,0.139534884,10,37.493239,127.059507
41,0.1,0.210526316,0,0,0.12,0.112903226,0.130434783,0.217391304,0.288888889,0,0,0.11627907,19,37.493239,127.064507
42,0.2,0.157894737,0,0,0.08,0.14516129,0.086956522,0.173913043,0.244444444,0,0,0.093023256,19,37.493239,127.069507
43,0.3,0.105263158,0,0,0.08,0.096774194,0.086956522,0.086956522,0.133333333,0,0,0.046511628,2,37.493239,127.074507
44,0.3,0.078947368,0,0,0,0.080645161,0.086956522,0.086956522,0.177777778,0,0.027027027,0.046511628,2,37.493239,127.079507
45,0.3,0.078947368,0,0,0.08,0.080645161,0.086956522,0.086956522,0.177777778,0,0.108108108,0.034883721,2,37.493239,127.084507
46,0.3,0.078947368,0,0,0.08,0.096774194,0.086956522,0.130434783,0.177777778,0,0.108108108,0.046511628,2,37.493239,127.089507
47,0.3,0.210526316,0,0.142857143,0.16,0.177419355,0.130434783,0.130434783,0.111111111,0,0.162162162,0.186046512,19,37.493239,127.094507
48,0.2,0.210526316,0,0.285714286,0.24,0.338709677,0.043478261,0.130434783,0.244444444,0,0.189189189,0.255813953,12,37.493239,127.099507
49,0.2,0.210526316,0,0.285714286,0.24,0.419354839,0,0.043478261,0.377777778,0,0.243243243,0.220930233,12,37.493239,127.104507
50,0.3,0.315789474,0,0.428571429,0.28,0.758064516,0.130434783,0.086956522,0.666666667,0,0.243243243,0.337209302,12,37.493239,127.109507
51,0.2,0.236842105,0,0.285714286,0.32,0.629032258,0.130434783,0.173913043,0.6,0,0.216216216,0.337209302,12,37.493239,127.114507
52,0.3,0.368421053,0.181818182,0.142857143,0.44,1,0.217391304,0.391304348,0.488888889,0,0.108108108,0.406976744,12,37.493239,127.119507
53,0.3,0.421052632,0.090909091,0,0.4,1,0.260869565,0.391304348,0.6,0,0.081081081,0.476744186,12,37.493239,127.124507
54,0.3,0.421052632,0.090909091,0,0.4,0.693548387,0.217391304,0.304347826,0.377777778,0,0.054054054,0.255813953,12,37.493239,127.129507
55,0.3,0.473684211,0.181818182,0,0.28,0.241935484,0.434782609,0.347826087,0.311111111,0,0.027027027,0.313953488,7,37.493239,127.134507
56,0.4,0.421052632,0.090909091,0,0.24,0.129032258,0.391304348,0.260869565,0.355555556,0,0.027027027,0.279069767,7,37.493239,127.139507
57,0.4,0.368421053,0.090909091,0,0.24,0.064516129,0.304347826,0.304347826,0.244444444,0,0.027027027,0.26744186,7,37.493239,127.144507
58,0.3,0.263157895,0.090909091,0,0.24,0.064516129,0.304347826,0.260869565,0.222222222,0,0,0.290697674,19,37.493239,127.149507
59,0.2,0.157894737,0,0,0.12,0,0.217391304,0.086956522,0.222222222,0,0,0.174418605,19,37.493239,127.154507
60,0.2,0.026315789,0,0,0.12,0,0.043478261,0.043478261,0.066666667,0,0,0.058139535,15,37.493239,127.159507
61,0.1,0,0,0,0.04,0,0,0,0,0,0,0,15,37.493239,127.164507
62,0.1,0,0,0,0,0,0,0,0,0,0,0,15,37.493239,127.169507
63,0.1,0,0,0,0,0,0,0,0,0,0,0,15,37.493239,127.174507
64,0,0,0,0,0,0,0,0,0,0,0,0,15,37.493239,127.179507
65,0,0,0,0,0,0,0,0,0,0,0,0,15,37.493239,127.184507
66,0,0,0,0,0,0,0,0,0,0,0,0,15,37.493239,127.189507
67,0,0,0,0,0,0,0,0,0,0,0,0,15,37.493239,127.194507
68,0,0,0,0,0,0,0,0,0,0,0,0,15,37.493239,127.199507
69,0,0,0,0,0,0,0,0,0,0,0,0,15,37.493239,127.204507
70,0,0,0,0,0,0,0,0,0,0,0,0,15,37.493239,127.209507
71,0,0,0,0,0,0,0,0,0,0,0,0,15,37.493239,127.214507
72,0,0,0,0,0,0,0,0,0,0,0,0,15,37.493239,127.219507
73,0,0,0,0,0,0,0,0,0,0,0,0,15,37.493239,127.224507
74,0.3,0.394736842,0,0.428571429,0.16,0,0.304347826,0.086956522,0.311111111,0,0,0.209302326,0,37.498239,126.859507
75,0.3,0.315789474,0,0.428571429,0.16,0.064516129,0.347826087,0.086956522,0.2,0,0,0.186046512,0,37.498239,126.864507
76,0.2,0.236842105,0.090909091,0.285714286,0.08,0.129032258,0.304347826,0.086956522,0.155555556,0,0,0.139534884,0,37.498239,126.869507
77,0.1,0.157894737,0.090909091,0.285714286,0.04,0.177419355,0.47826087,0.130434783,0.066666667,0,0,0.162790698,0,37.498239,126.874507
78,0.1,0.131578947,0.090909091,0.142857143,0.04,0.209677419,0.434782609,0.086956522,0.177777778,0,0,0.127906977,19,37.498239,126.879507
79,0.1,0.210526316,0.090909091,0.142857143,0.08,0.274193548,0.434782609,0.086956522,0.177777778,0,0.027027027,0.197674419,19,37.498239,126.884507
80,0,0.184210526,0,0.285714286,0.16,0.209677419,0.391304348,0.086956522,0.266666667,0,0.027027027,0.197674419,0,37.498239,126.889507
81,0,0.184210526,0,0,0.2,0.161290323,0.391304348,0.130434783,0.266666667,0,0.027027027,0.139534884,19,37.498239,126.894507
82,0.1,0.157894737,0,0,0.2,0.161290323,0.130434783,0.130434783,0.222222222,0.333333333,0.027027027,0.127906977,10,37.498239,126.899507
83,0.2,0.184210526,0,0,0.24,0.129032258,0.304347826,0.173913043,0.311111111,0.666666667,0.081081081,0.197674419,9,37.498239,126.904507
84,0.2,0.289473684,0,0,0.2,0.064516129,0.260869565,0.304347826,0.377777778,0.666666667,0.081081081,0.197674419,9,37.498239,126.909507
85,0.3,0.315789474,0,0,0.12,0.048387097,0.304347826,0.217391304,0.288888889,0.666666667,0.081081081,0.197674419,9,37.498239,126.914507
86,0.3,0.263157895,0,0,0.24,0.14516129,0.217391304,0.130434783,0.355555556,0.666666667,0.135135135,0.197674419,9,37.498239,126.919507
87,0.3,0.289473684,0,0,0.32,0.161290323,0.173913043,0.173913043,0.333333333,0.666666667,0.135135135,0.26744186,9,37.498239,126.924507
88,0.3,0.184210526,0,0.142857143,0.28,0.129032258,0.173913043,0.086956522,0.311111111,0.666666667,0.135135135,0.23255814,9,37.498239,126.929507
89,0.3,0.131578947,0.090909091,0.142857143,0.2,0.048387097,0.086956522,0.086956522,0.244444444,0.666666667,0.135135135,0.174418605,9,37.498239,126.934507
90,0.4,0.184210526,0.090909091,0.142857143,0.28,0.064516129,0.173913043,0.130434783,0.2,0.666666667,0.108108108,0.220930233,9,37.498239,126.939507
91,0.3,0.315789474,0.090909091,0.142857143,0.32,0.048387097,0.347826087,0.304347826,0.222222222,0,0.081081081,0.26744186,7,37.498239,126.944507
92,0.3,0.263157895,0.090909091,0,0.28,0.048387097,0.304347826,0.260869565,0.177777778,0,0.027027027,0.220930233,19,37.498239,126.949507
93,0.4,0.157894737,0,0,0.24,0.032258065,0.217391304,0.217391304,0.133333333,0,0.027027027,0.151162791,2,37.498239,126.954507
94,0.5,0.131578947,0,0,0.2,0.032258065,0.086956522,0.173913043,0.111111111,0,0.027027027,0.11627907,2,37.498239,126.959507
95,0.3,0.078947368,0,0,0.04,0.016129032,0.043478261,0,0.066666667,0,0.027027027,0.069767442,15,37.498239,126.964507
96,0.3,0.026315789,0,0,0,0,0.043478261,0,0,0,0.054054054,0.023255814,15,37.498239,126.969507
97,0.3,0.026315789,0,0,0.12,0.016129032,0.043478261,0,0.022222222,0,0.108108108,0.058139535,2,37.498239,126.974507
98,0.2,0.131578947,0,0,0.16,0.016129032,0.217391304,0.130434783,0.088888889,0,0.135135135,0.11627907,2,37.498239,126.979507
99,0.2,0.263157895,0,0.285714286,0.16,0.112903226,0.304347826,0.260869565,0.155555556,0,0.108108108,0.279069767,0,37.498239,126.984507
100,0.2,0.421052632,0,0.714285714,0.24,0.161290323,0.391304348,0.347826087,0.2,0,0.108108108,0.372093023,14,37.498239,126.989507
101,0.1,0.394736842,0,0.714285714,0.28,0.161290323,0.391304348,0.347826087,0.266666667,0,0.081081081,0.418604651,14,37.498239,126.994507
102,0,0.289473684,0,0.571428571,0.16,0.14516129,0.260869565,0.260869565,0.288888889,0,0.054054054,0.325581395,0,37.498239,126.999507
103,0,0.263157895,0,0.428571429,0.2,0.161290323,0.304347826,0.217391304,0.333333333,0,0.027027027,0.23255814,0,37.498239,127.004507
104,0,0.210526316,0,0.285714286,0.16,0.129032258,0.260869565,0.217391304,0.333333333,0,0.081081081,0.174418605,0,37.498239,127.009507
105,0,0.236842105,0,0.142857143,0.32,0.177419355,0.173913043,0.217391304,0.244444444,0.333333333,0.081081081,0.139534884,10,37.498239,127.014507
106,0,0.315789474,0.090909091,0.285714286,0.4,0.338709677,0.304347826,0.304347826,0.8,0.333333333,0.108108108,0.279069767,8,37.498239,127.019507
107,0,0.342105263,0.181818182,0.428571429,0.6,0.516129032,0.217391304,0.434782609,0.888888889,0.666666667,0.108108108,0.395348837,13,37.498239,127.024507
108,0.1,0.552631579,0.181818182,0.857142857,0.6,0.709677419,0.391304348,0.652173913,0.955555556,0.666666667,0.162162162,0.569767442,6,37.498239,127.029507
109,0.1,0.684210526,0.181818182,0.714285714,0.56,0.564516129,0.47826087,0.782608696,0.955555556,1,0.162162162,0.581395349,6,37.498239,127.034507
110,0.1,0.657894737,0.181818182,0.714285714,0.6,0.5,0.565217391,0.782608696,0.755555556,1,0.108108108,0.488372093,6,37.498239,127.039507
111,0.2,0.526315789,0.181818182,0.428571429,0.6,0.403225806,0.782608696,0.739130435,0.866666667,1,0.081081081,0.476744186,13,37.498239,127.044507
112,0.2,0.394736842,0.272727273,0,0.52,0.370967742,0.565217391,0.391304348,0.866666667,1,0.027027027,0.325581395,13,37.498239,127.049507
113,0.2,0.315789474,0.181818182,0.142857143,0.44,0.241935484,0.391304348,0.47826087,0.777777778,0.666666667,0.027027027,0.279069767,1,37.498239,127.054507
114,0.3,0.289473684,0.181818182,0.142857143,0.32,0.177419355,0.347826087,0.434782609,0.577777778,0.333333333,0.027027027,0.244186047,8,37.498239,127.059507
115,0.3,0.157894737,0,0.142857143,0.04,0.096774194,0.130434783,0.260869565,0.266666667,0.333333333,0,0.162790698,10,37.498239,127.064507
116,0.1,0.105263158,0,0,0.04,0.064516129,0.043478261,0.130434783,0.2,0,0,0.058139535,15,37.498239,127.069507
117,0.2,0.078947368,0,0,0.04,0.096774194,0.043478261,0.130434783,0.111111111,0,0,0.023255814,15,37.498239,127.074507
118,0.3,0.210526316,0,0,0.28,0.096774194,0.173913043,0.260869565,0.133333333,0,0.054054054,0.174418605,19,37.498239,127.079507
119,0.3,0.289473684,0,0,0.4,0.112903226,0.260869565,0.304347826,0.288888889,0,0.135135135,0.209302326,7,37.498239,127.084507
120,0.3,0.447368421,0,0.285714286,0.44,0.161290323,0.391304348,0.47826087,0.311111111,0,0.189189189,0.337209302,7,37.498239,127.089507
121,0.2,0.5,0.090909091,0.285714286,0.52,0.193548387,0.347826087,0.47826087,0.355555556,0,0.243243243,0.476744186,3,37.498239,127.094507
122,0.2,0.394736842,0.090909091,0.142857143,0.32,0.209677419,0.217391304,0.260869565,0.555555556,0,0.243243243,0.418604651,7,37.498239,127.099507
123,0.2,0.5,0.272727273,0.714285714,0.24,0.241935484,0.47826087,0.304347826,0.6,0,0.27027027,0.523255814,3,37.498239,127.104507
124,0.2,0.5,0.363636364,0.571428571,0.24,0.274193548,0.260869565,0.217391304,0.666666667,0,0.27027027,0.534883721,3,37.498239,127.109507
125,0.3,0.368421053,0.272727273,0.571428571,0.32,0.677419355,0.304347826,0.173913043,0.666666667,0,0.243243243,0.523255814,3,37.498239,127.114507
126,0.3,0.342105263,0.272727273,0.571428571,0.24,0.725806452,0.391304348,0.217391304,0.555555556,0,0.189189189,0.453488372,3,37.498239,127.119507
127,0.3,0.263157895,0.090909091,0,0.24,0.677419355,0.304347826,0.130434783,0.422222222,0,0.135135135,0.313953488,12,37.498239,127.124507
128,0.3,0.368421053,0.090909091,0.142857143,0.16,0.5,0.347826087,0.217391304,0.355555556,0,0.081081081,0.174418605,12,37.498239,127.129507
129,0.3,0.368421053,0.181818182,0.142857143,0.2,0.306451613,0.304347826,0.304347826,0.266666667,0,0.054054054,0.23255814,7,37.498239,127.134507
130,0.4,0.421052632,0.090909091,0.142857143,0.16,0.14516129,0.391304348,0.304347826,0.377777778,0,0.027027027,0.26744186,7,37.498239,127.139507
131,0.3,0.421052632,0.090909091,0.142857143,0.2,0.112903226,0.434782609,0.347826087,0.311111111,0,0,0.313953488,7,37.498239,127.144507
132,0.3,0.210526316,0.090909091,0,0.2,0.064516129,0.260869565,0.217391304,0.266666667,0,0,0.255813953,19,37.498239,127.149507
133,0.2,0.131578947,0,0,0.12,0.016129032,0.130434783,0.130434783,0.2,0,0,0.174418605,2,37.498239,127.154507
134,0.2,0.026315789,0,0,0.12,0,0.043478261,0.043478261,0.088888889,0,0,0.093023256,15,37.498239,127.159507
135,0.1,0.026315789,0,0,0,0,0,0.043478261,0,0,0,0.011627907,15,37.498239,127.164507
136,0.1,0,0,0,0,0,0,0,0,0,0,0,15,37.498239,127.169507
137,0.1,0,0,0,0,0,0,0,0,0,0,0,15,37.498239,127.174507
138,0.1,0,0,0,0,0,0,0,0,0,0,0,15,37.498239,127.179507
139,0,0,0,0,0,0,0,0,0,0,0,0,15,37.498239,127.184507
140,0,0,0,0,0,0,0,0,0,0,0,0,15,37.498239,127.189507
141,0,0,0,0,0,0,0,0,0,0,0,0,15,37.498239,127.194507
142,0,0,0,0,0,0,0,0,0,0,0,0,15,37.498239,127.199507
143,0,0,0,0,0,0,0,0,0,0,0,0,15,37.498239,127.204507
144,0,0,0,0,0,0,0,0,0,0,0,0,15,37.498239,127.209507
145,0,0,0,0,0,0,0,0,0,0,0,0,15,37.498239,127.214507
146,0,0,0,0,0,0,0,0,0,0,0,0,15,37.498239,127.219507
147,0,0,0,0,0,0,0,0,0,0,0,0,15,37.498239,127.224507
148,0.4,0.368421053,0,0.428571429,0.2,0.016129032,0.347826087,0.086956522,0.244444444,0,0,0.186046512,0,37.503239,126.859507
149,0.3,0.263157895,0,0.285714286,0.16,0.032258065,0.347826087,0.130434783,0.177777778,0,0,0.174418605,0,37.503239,126.864507
150,0.2,0.236842105,0.090909091,0.285714286,0.16,0.112903226,0.391304348,0.173913043,0.2,0,0,0.174418605,0,37.503239,126.869507
151,0.2,0.157894737,0.090909091,0,0.12,0.177419355,0.260869565,0.130434783,0.155555556,0,0,0.127906977,19,37.503239,126.874507
152,0.1,0.184210526,0.090909091,0.142857143,0.08,0.193548387,0.47826087,0.086956522,0.155555556,0,0,0.139534884,19,37.503239,126.879507
153,0.1,0.157894737,0.090909091,0.285714286,0.08,0.209677419,0.565217391,0.086956522,0.222222222,0,0.027027027,0.162790698,0,37.503239,126.884507
154,0.1,0.210526316,0,0.142857143,0.12,0.225806452,0.608695652,0.086956522,0.222222222,0,0.027027027,0.197674419,19,37.503239,126.889507
155,0.1,0.263157895,0,0.142857143,0.2,0.209677419,0.565217391,0.173913043,0.2,0,0.027027027,0.197674419,19,37.503239,126.894507
156,0.1,0.105263158,0,0.142857143,0.2,0.129032258,0.260869565,0.173913043,0.2,0.333333333,0.027027027,0.127906977,10,37.503239,126.899507
157,0.3,0.263157895,0,0,0.2,0.080645161,0.304347826,0.260869565,0.222222222,0.666666667,0.081081081,0.197674419,9,37.503239,126.904507
158,0.4,0.342105263,0,0,0.2,0.032258065,0.304347826,0.347826087,0.288888889,0.666666667,0.081081081,0.279069767,9,37.503239,126.909507
159,0.4,0.368421053,0,0,0.2,0.064516129,0.391304348,0.304347826,0.311111111,0.666666667,0.081081081,0.26744186,9,37.503239,126.914507
160,0.5,0.342105263,0,0.142857143,0.24,0.064516129,0.260869565,0.217391304,0.333333333,0.666666667,0.108108108,0.255813953,9,37.503239,126.919507
161,0.5,0.342105263,0,0.285714286,0.32,0.080645161,0.217391304,0.130434783,0.244444444,0.666666667,0.081081081,0.186046512,9,37.503239,126.924507
162,0.4,0.236842105,0,0.428571429,0.28,0.048387097,0.217391304,0.043478261,0.244444444,0.666666667,0.108108108,0.186046512,9,37.503239,126.929507
163,0.5,0.236842105,0.090909091,0.428571429,0.28,0.048387097,0.130434783,0.130434783,0.222222222,0.666666667,0.108108108,0.197674419,9,37.503239,126.934507
164,0.4,0.315789474,0.090909091,0.285714286,0.24,0.048387097,0.304347826,0.130434783,0.311111111,0.666666667,0.108108108,0.26744186,9,37.503239,126.939507
165,0.3,0.236842105,0.090909091,0.142857143,0.28,0.048387097,0.304347826,0.173913043,0.244444444,0.333333333,0.108108108,0.209302326,10,37.503239,126.944507
166,0.2,0.289473684,0.090909091,0,0.4,0.080645161,0.304347826,0.304347826,0.244444444,0,0.027027027,0.244186047,7,37.503239,126.949507
167,0.3,0.289473684,0.090909091,0,0.4,0.064516129,0.304347826,0.260869565,0.244444444,0,0.027027027,0.186046512,19,37.503239,126.954507
168,0.2,0.210526316,0,0,0.24,0.064516129,0.217391304,0.260869565,0.222222222,0,0.027027027,0.162790698,19,37.503239,126.959507
169,0.2,0.105263158,0,0,0.04,0.016129032,0.086956522,0.086956522,0.111111111,0,0,0.081395349,15,37.503239,126.964507
170,0.2,0.078947368,0,0,0.04,0,0.086956522,0.043478261,0.111111111,0,0.027027027,0.081395349,15,37.503239,126.969507
171,0.2,0.026315789,0,0,0,0,0.043478261,0,0,0,0.027027027,0.023255814,15,37.503239,126.974507
172,0.2,0.026315789,0,0.142857143,0.08,0.016129032,0.043478261,0.043478261,0.022222222,0,0.054054054,0.034883721,15,37.503239,126.979507
173,0.1,0.131578947,0,0.285714286,0.12,0.016129032,0.043478261,0.086956522,0.066666667,0,0.054054054,0.11627907,11,37.503239,126.984507
174,0.1,0.210526316,0,0.428571429,0.16,0.064516129,0.130434783,0.173913043,0.133333333,0,0.054054054,0.174418605,0,37.503239,126.989507
175,0.1,0.315789474,0,0.571428571,0.16,0.096774194,0.260869565,0.260869565,0.266666667,0,0.027027027,0.26744186,0,37.503239,126.994507
176,0,0.342105263,0,0.571428571,0.28,0.112903226,0.304347826,0.304347826,0.244444444,0,0.027027027,0.290697674,0,37.503239,126.999507
177,0,0.342105263,0,0.428571429,0.24,0.129032258,0.434782609,0.173913043,0.377777778,0,0.081081081,0.209302326,0,37.503239,127.004507
178,0,0.210526316,0,0,0.16,0.112903226,0.391304348,0.130434783,0.311111111,0,0.162162162,0.162790698,19,37.503239,127.009507
179,0,0.289473684,0.090909091,0.285714286,0.44,0.112903226,0.347826087,0.173913043,0.377777778,0.333333333,0.162162162,0.325581395,8,37.503239,127.014507
180,0,0.605263158,0.181818182,0.428571429,0.76,0.290322581,0.52173913,0.52173913,0.733333333,0.333333333,0.189189189,0.604651163,3,37.503239,127.019507
181,0,0.657894737,0.181818182,0.714285714,0.84,0.419354839,0.391304348,0.652173913,0.866666667,0.666666667,0.216216216,0.76744186,6,37.503239,127.024507
182,0.1,0.868421053,0.181818182,1,0.84,0.435483871,0.434782609,0.826086957,0.955555556,1,0.189189189,0.860465116,6,37.503239,127.029507
183,0.1,0.921052632,0.090909091,0.857142857,0.76,0.516129032,0.47826087,0.869565217,0.933333333,1,0.189189189,0.802325581,6,37.503239,127.034507
184,0.2,0.736842105,0.090909091,0.571428571,0.52,0.435483871,0.52173913,0.739130435,0.622222222,1,0.162162162,0.627906977,6,37.503239,127.039507
185,0.2,0.710526316,0.272727273,0.285714286,0.8,0.5,0.608695652,0.695652174,0.711111111,1,0.108108108,0.546511628,13,37.503239,127.044507
186,0.2,0.473684211,0.272727273,0.142857143,0.72,0.564516129,0.52173913,0.434782609,0.755555556,1,0.054054054,0.441860465,13,37.503239,127.049507
187,0.2,0.342105263,0.181818182,0.142857143,0.64,0.451612903,0.347826087,0.347826087,0.733333333,1,0.027027027,0.302325581,13,37.503239,127.054507
188,0.3,0.368421053,0.181818182,0.142857143,0.6,0.419354839,0.217391304,0.347826087,0.555555556,0.666666667,0.027027027,0.255813953,13,37.503239,127.059507
189,0.2,0.184210526,0.090909091,0.142857143,0.32,0.322580645,0.130434783,0.173913043,0.288888889,0.333333333,0.027027027,0.139534884,10,37.503239,127.064507
190,0.2,0.105263158,0,0.142857143,0.08,0.129032258,0.043478261,0.130434783,0.155555556,0,0,0.046511628,2,37.503239,127.069507
191,0.1,0.236842105,0.090909091,0.142857143,0.16,0.048387097,0.086956522,0.260869565,0.133333333,0,0,0.162790698,19,37.503239,127.074507
192,0.2,0.5,0.090909091,0.285714286,0.44,0.064516129,0.391304348,0.52173913,0.333333333,0,0.135135135,0.430232558,7,37.503239,127.079507
193,0.3,0.684210526,0.181818182,0.428571429,0.56,0.080645161,0.52173913,0.695652174,0.466666667,0,0.162162162,0.523255814,3,37.503239,127.084507
194,0.3,0.763157895,0.272727273,0.428571429,0.6,0.14516129,0.695652174,0.826086957,0.466666667,0,0.216216216,0.662790698,3,37.503239,127.089507
195,0.3,0.710526316,0.090909091,0.285714286,0.76,0.225806452,0.652173913,0.652173913,0.466666667,0,0.243243243,0.639534884,3,37.503239,127.094507
196,0.2,0.631578947,0.181818182,0.428571429,0.56,0.241935484,0.608695652,0.565217391,0.688888889,0,0.243243243,0.639534884,3,37.503239,127.099507
197,0.1,0.657894737,0.454545455,0.571428571,0.4,0.193548387,0.608695652,0.52173913,0.644444444,0,0.243243243,0.651162791,3,37.503239,127.104507
198,0.1,0.552631579,0.454545455,0.571428571,0.36,0.209677419,0.52173913,0.52173913,0.733333333,0,0.243243243,0.697674419,3,37.503239,127.109507
199,0.2,0.5,0.363636364,0.428571429,0.2,0.258064516,0.52173913,0.391304348,0.844444444,0,0.27027027,0.546511628,3,37.503239,127.114507
200,0.4,0.5,0.454545455,0.428571429,0.12,0.419354839,0.565217391,0.434782609,0.577777778,0,0.243243243,0.523255814,3,37.503239,127.119507
