,park,beauty,cafe,deliver,equip,food,hospital,manage,pharmacy,play,restaurant,sell,cluster
512,0.27960116327378487,-0.7297060114085125,-1.0,-1.0,-0.39867239359625145,-1.0,-1.0,-0.06751438086587956,-0.7762278407439698,0.4687649022412972,1.768954150434522,-0.20149331121020433,0
513,0.27960116327378487,-0.7297060114085125,-1.0,-1.0,0.20265521280749704,-1.0,-1.0,-0.06751438086587956,-0.5524556814879396,0.4687649022412972,1.768954150434522,-0.20149331121020433,0
514,0.27960116327378487,-0.7297060114085125,-1.0,-1.0,0.20265521280749704,-1.0,-1.0,-0.06751438086587956,-0.5524556814879396,0.4687649022412972,1.768954150434522,-0.20149331121020433,0
515,0.27960116327378487,-0.7297060114085125,-1.0,-1.0,0.20265521280749704,-1.0,-1.0,-0.06751438086587956,-0.5524556814879396,0.4687649022412972,1.768954150434522,-0.5208959867261226,0
516,0.27960116327378487,-0.45941202281702503,-1.0,-1.0,-0.39867239359625145,-1.0,-0.6146628299762291,0.8649712382682408,-0.5524556814879396,0.4687649022412972,1.768954150434522,-0.20149331121020433,0
517,0.27960116327378487,-0.45941202281702503,-1.0,-1.0,-0.39867239359625145,-1.0,-0.6146628299762291,0.8649712382682408,-0.5524556814879396,0.4687649022412972,1.768954150434522,-0.20149331121020433,0
518,0.27960116327378487,-0.45941202281702503,-1.0,-1.0,-0.39867239359625145,-1.0,-0.6146628299762291,0.8649712382682408,-0.5524556814879396,0.4687649022412972,1.768954150434522,-0.20149331121020433,0
519,0.27960116327378487,-0.45941202281702503,-1.0,-1.0,-0.39867239359625145,-1.0,-0.6146628299762291,0.8649712382682408,-0.5524556814879396,0.4687649022412972,1.768954150434522,-0.20149331121020433,0
520,0.27960116327378487,-0.45941202281702503,-1.0,-1.0,-0.39867239359625145,-1.0,-0.22932565995245835,0.8649712382682408,-0.5524556814879396,0.4687649022412972,1.768954150434522,0.11790936430571394,0
521,0.7061348843650465,-0.45941202281702503,-1.0,-1.0,-0.39867239359625145,-1.0,-0.22932565995245835,0.8649712382682408,-0.5524556814879396,0.4687649022412972,1.768954150434522,0.11790936430571394,0
522,0.7061348843650465,-0.45941202281702503,-1.0,-1.0,-0.39867239359625145,-1.0,-0.22932565995245835,0.8649712382682408,-0.5524556814879396,0.4687649022412972,1.768954150434522,0.11790936430571394,0
523,0.7061348843650465,-0.45941202281702503,-1.0,-1.0,-0.39867239359625145,-1.0,-0.22932565995245835,0.8649712382682408,-0.5524556814879396,0.4687649022412972,1.768954150434522,0.11790936430571394,0
524,0.7061348843650465,-0.45941202281702503,-1.0,-1.0,-0.39867239359625145,-1.0,-0.22932565995245835,0.8649712382682408,-0.5524556814879396,0.4687649022412972,0.8459694336230147,-0.041791973452245196,0
525,0.7061348843650465,-0.45941202281702503,-1.0,-1.0,-0.39867239359625145,-1.0,-0.22932565995245835,0.8649712382682408,-0.5524556814879396,0.4687649022412972,0.8459694336230147,-0.041791973452245196,0
526,0.7061348843650465,-0.18911803422553755,-1.0,-1.0,-0.39867239359625145,-1.0,-0.22932565995245835,1.7974568574023613,-0.5524556814879396,0.4687649022412972,0.8459694336230147,-0.041791973452245196,0
527,0.7061348843650465,-0.18911803422553755,-1.0,-1.0,-0.39867239359625145,-0.18106886466365324,-0.22932565995245835,1.7974568574023613,-0.5524556814879396,0.4687649022412972,0.8459694336230147,-0.041791973452245196,0
560,0.27960116327378487,-1.0,-1.0,-1.0,-0.39867239359625145,-1.0,-1.0,-1.0,-1.0,0.4687649022412972,1.768954150434522,-0.36119464896816345,0
561,0.27960116327378487,-0.7297060114085125,-1.0,-1.0,-0.39867239359625145,-1.0,-1.0,-0.06751438086587956,-1.0,0.4687649022412972,1.768954150434522,-0.041791973452245196,0
562,0.27960116327378487,-0.7297060114085125,-1.0,-1.0,-0.39867239359625145,-1.0,-1.0,-0.06751438086587956,-1.0,0.4687649022412972,1.768954150434522,-0.041791973452245196,0
563,0.27960116327378487,-0.7297060114085125,-1.0,-1.0,-0.39867239359625145,-1.0,-1.0,-0.06751438086587956,-1.0,0.4687649022412972,1.768954150434522,-0.041791973452245196,0
564,-0.14693255781747677,-0.7297060114085125,-1.0,-1.0,-0.39867239359625145,-1.0,-1.0,-0.06751438086587956,-1.0,0.4687649022412972,1.768954150434522,-0.36119464896816345,0
565,-0.14693255781747677,-0.7297060114085125,-1.0,-1.0,-0.39867239359625145,-1.0,-1.0,-0.06751438086587956,-1.0,0.4687649022412972,1.768954150434522,-0.36119464896816345,0
566,-0.14693255781747677,-0.45941202281702503,-1.0,-1.0,-0.39867239359625145,-1.0,-0.6146628299762291,-0.06751438086587956,-1.0,0.4687649022412972,1.768954150434522,-0.20149331121020433,0
567,0.27960116327378487,-0.45941202281702503,-1.0,-1.0,-0.39867239359625145,-1.0,-0.6146628299762291,-0.06751438086587956,-0.7762278407439698,0.4687649022412972,1.768954150434522,-0.20149331121020433,0
568,0.27960116327378487,-0.45941202281702503,-1.0,-1.0,-0.39867239359625145,-1.0,-0.6146628299762291,-0.06751438086587956,-0.7762278407439698,0.4687649022412972,1.768954150434522,-0.20149331121020433,0
569,0.27960116327378487,-0.45941202281702503,-1.0,-1.0,-0.39867239359625145,-1.0,-0.6146628299762291,-0.06751438086587956,-0.7762278407439698,0.4687649022412972,1.768954150434522,-0.20149331121020433,0
570,0.27960116327378487,-0.45941202281702503,-1.0,-1.0,-0.39867239359625145,-1.0,-0.6146628299762291,-0.06751438086587956,-0.5524556814879396,0.4687649022412972,1.768954150434522,-0.5208959867261226,0
571,0.27960116327378487,-0.7297060114085125,-1.0,-1.0,-0.39867239359625145,-1.0,-1.0,-0.06751438086587956,-0.5524556814879396,0.4687649022412972,1.768954150434522,-0.6805973244840817,0
572,0.27960116327378487,-0.7297060114085125,-1.0,-1.0,-0.39867239359625145,-1.0,-1.0,-0.06751438086587956,-0.5524556814879396,0.4687649022412972,1.768954150434522,-0.6805973244840817,0
573,0.27960116327378487,-0.45941202281702503,-1.0,-1.0,-0.39867239359625145,-1.0,-0.6146628299762291,0.8649712382682408,-0.5524556814879396,0.4687649022412972,1.768954150434522,-0.36119464896816345,0
574,0.27960116327378487,-0.45941202281702503,-1.0,-1.0,-0.39867239359625145,-1.0,-0.6146628299762291,0.8649712382682408,-0.5524556814879396,0.4687649022412972,1.768954150434522,-0.36119464896816345,0
575,0.27960116327378487,-0.45941202281702503,-1.0,-1.0,-0.39867239359625145,-1.0,-0.6146628299762291,0.8649712382682408,-0.5524556814879396,0.4687649022412972,1.768954150434522,-0.36119464896816345,0
576,0.27960116327378487,-0.45941202281702503,-1.0,-1.0,-0.39867239359625145,-1.0,-0.6146628299762291,0.8649712382682408,-0.5524556814879396,0.4687649022412972,1.768954150434522,-0.36119464896816345,0
577,0.27960116327378487,-0.45941202281702503,-1.0,-1.0,-0.39867239359625145,-1.0,-0.6146628299762291,0.8649712382682408,-0.5524556814879396,0.4687649022412972,1.768954150434522,-0.36119464896816345,0
578,0.27960116327378487,-0.45941202281702503,-1.0,-1.0,-0.39867239359625145,-1.0,-0.22932565995245835,0.8649712382682408,-0.5524556814879396,0.4687649022412972,1.768954150434522,-0.041791973452245196,0
579,0.7061348843650465,-0.45941202281702503,-1.0,-1.0,-0.39867239359625145,-1.0,-0.22932565995245835,0.8649712382682408,-0.5524556814879396,0.4687649022412972,1.768954150434522,-0.041791973452245196,0
580,0.7061348843650465,-0.45941202281702503,-1.0,-1.0,-0.39867239359625145,-1.0,-0.22932565995245835,0.8649712382682408,-0.5524556814879396,0.4687649022412972,0.8459694336230147,-0.041791973452245196,0
581,0.7061348843650465,-0.45941202281702503,-1.0,-1.0,-0.39867239359625145,-1.0,-0.22932565995245835,0.8649712382682408,-0.5524556814879396,0.4687649022412972,0.8459694336230147,-0.041791973452245196,0
582,0.7061348843650465,-0.45941202281702503,-1.0,-1.0,-0.39867239359625145,-1.0,-0.22932565995245835,0.8649712382682408,-0.5524556814879396,0.4687649022412972,0.8459694336230147,-0.041791973452245196,0
583,0.7061348843650465,-0.45941202281702503,-1.0,-1.0,-0.39867239359625145,-1.0,-0.22932565995245835,0.8649712382682408,-0.5524556814879396,0.4687649022412972,0.8459694336230147,-0.041791973452245196,0
584,0.7061348843650465,-0.45941202281702503,-1.0,-1.0,-0.39867239359625145,-0.18106886466365324,-0.22932565995245835,0.8649712382682408,-0.5524556814879396,0.4687649022412972,-0.07701528318849264,-0.041791973452245196,0
616,-0.14693255781747677,-1.0,-1.0,-1.0,-0.39867239359625145,-1.0,-1.0,-1.0,-1.0,0.4687649022412972,1.768954150434522,-0.6805973244840817,0
617,-0.14693255781747677,-0.7297060114085125,-1.0,-1.0,-0.39867239359625145,-1.0,-1.0,-0.06751438086587956,-1.0,0.4687649022412972,1.768954150434522,-0.36119464896816345,0
618,-0.5734662789087384,-0.45941202281702503,-1.0,-1.0,-0.39867239359625145,-1.0,-0.6146628299762291,-0.06751438086587956,-1.0,0.4687649022412972,1.768954150434522,-0.20149331121020433,0
619,-0.14693255781747677,-0.45941202281702503,-1.0,-1.0,-0.39867239359625145,-1.0,-0.6146628299762291,-0.06751438086587956,-1.0,0.4687649022412972,1.768954150434522,-0.20149331121020433,0
620,-0.14693255781747677,-0.45941202281702503,-1.0,-1.0,-0.39867239359625145,-1.0,-0.6146628299762291,-0.06751438086587956,-1.0,0.4687649022412972,1.768954150434522,-0.20149331121020433,0
621,-0.14693255781747677,-0.45941202281702503,-1.0,-1.0,-0.39867239359625145,-1.0,-0.6146628299762291,-0.06751438086587956,-1.0,0.4687649022412972,1.768954150434522,-0.20149331121020433,0
622,0.27960116327378487,-0.45941202281702503,-1.0,-1.0,-0.39867239359625145,-1.0,-0.6146628299762291,-0.06751438086587956,-1.0,0.4687649022412972,1.768954150434522,-0.20149331121020433,0
623,0.27960116327378487,-0.45941202281702503,-1.0,-1.0,-0.39867239359625145,-1.0,-0.6146628299762291,-0.06751438086587956,-1.0,0.4687649022412972,1.768954150434522,-0.20149331121020433,0
624,0.27960116327378487,-0.45941202281702503,-1.0,-1.0,-1.0,-1.0,-0.6146628299762291,-0.06751438086587956,-0.7762278407439698,0.4687649022412972,1.768954150434522,-0.20149331121020433,0
625,0.27960116327378487,-0.45941202281702503,-1.0,-1.0,-1.0,-1.0,-0.6146628299762291,-0.06751438086587956,-0.7762278407439698,0.4687649022412972,1.768954150434522,-0.5208959867261226,0
626,0.27960116327378487,-0.45941202281702503,-1.0,-1.0,-1.0,-1.0,-0.6146628299762291,-0.06751438086587956,-0.7762278407439698,0.4687649022412972,1.768954150434522,-0.5208959867261226,0
627,0.27960116327378487,-0.45941202281702503,-1.0,-1.0,-0.39867239359625145,-1.0,-0.6146628299762291,-0.06751438086587956,-0.5524556814879396,0.4687649022412972,1.768954150434522,-0.5208959867261226,0
628,0.27960116327378487,-0.45941202281702503,-1.0,-1.0,-0.39867239359625145,-1.0,-0.6146628299762291,-0.06751438086587956,-0.5524556814879396,0.4687649022412972,1.768954150434522,-0.5208959867261226,0
629,0.27960116327378487,-0.45941202281702503,-1.0,-1.0,-0.39867239359625145,-1.0,-0.6146628299762291,-0.06751438086587956,-0.5524556814879396,0.4687649022412972,1.768954150434522,-0.5208959867261226,0
630,0.27960116327378487,-0.18911803422553755,-1.0,-1.0,-0.39867239359625145,-1.0,-0.22932565995245835,0.8649712382682408,-0.5524556814879396,0.4687649022412972,1.768954150434522,-0.20149331121020433,0
631,0.27960116327378487,-0.45941202281702503,-1.0,-1.0,-0.39867239359625145,-1.0,-0.6146628299762291,0.8649712382682408,-0.5524556814879396,0.4687649022412972,1.768954150434522,-0.36119464896816345,0
632,0.27960116327378487,-0.45941202281702503,-1.0,-1.0,-0.39867239359625145,-1.0,-0.6146628299762291,0.8649712382682408,-0.5524556814879396,0.4687649022412972,1.768954150434522,-0.36119464896816345,0
633,0.27960116327378487,-0.45941202281702503,-1.0,-1.0,-0.39867239359625145,-1.0,-0.6146628299762291,0.8649712382682408,-0.5524556814879396,0.4687649022412972,1.768954150434522,-0.36119464896816345,0
634,0.27960116327378487,-0.45941202281702503,-1.0,-1.0,-0.39867239359625145,-1.0,-0.6146628299762291,0.8649712382682408,-0.5524556814879396,0.4687649022412972,1.768954150434522,-0.36119464896816345,0
635,0.27960116327378487,-0.45941202281702503,-1.0,-1.0,-0.39867239359625145,-1.0,-0.6146628299762291,0.8649712382682408,-0.5524556814879396,0.4687649022412972,1.768954150434522,-0.36119464896816345,0
636,0.27960116327378487,-0.45941202281702503,-1.0,-1.0,-0.39867239359625145,-1.0,-0.6146628299762291,0.8649712382682408,-0.5524556814879396,0.4687649022412972,0.8459694336230147,-0.36119464896816345,0
637,0.27960116327378487,-0.45941202281702503,-1.0,-1.0,-0.39867239359625145,-1.0,-0.22932565995245835,0.8649712382682408,-0.5524556814879396,0.4687649022412972,0.8459694336230147,-0.041791973452245196,0
638,0.27960116327378487,-0.45941202281702503,-1.0,-1.0,-0.39867239359625145,-1.0,-0.22932565995245835,0.8649712382682408,-0.5524556814879396,0.4687649022412972,0.8459694336230147,-0.041791973452245196,0
639,0.7061348843650465,-0.45941202281702503,-1.0,-1.0,-0.39867239359625145,-1.0,-0.22932565995245835,0.8649712382682408,-0.5524556814879396,0.4687649022412972,-0.07701528318849264,-0.041791973452245196,0
